evidence_block,grain,item,item_2,item_3,rank_label,rank_value,orders,customers,stores,products,channels,net_sales_proxy,gross_margin_proxy,gross_margin_proxy_rate_pct,avg_discount_pct,avg_order_to_ship_days,avg_ship_to_delivery_days,avg_order_to_delivery_days,share_pct,notes
monthly_product_leaders,order_month_product,2019-03,Wardrobes,4,product_rank_in_month,4.0,7,6,7,,4,89215.525,37923.7405,42.508,8.5714,9.8571,5.1429,15.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-03,Wall Frames,5,product_rank_in_month,5.0,5,5,5,,3,86998.16,30596.1395,35.1687,13.0,14.6,8.4,23.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-10,Cocktail Glasses,1,product_rank_in_month,1.0,9,8,9,,4,116003.13,48609.7285,41.9038,11.6667,16.5556,7.0,23.5556,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-10,Dinnerware,2,product_rank_in_month,2.0,8,8,8,,3,102510.67,44426.5915,43.3385,11.875,13.0,4.75,17.75,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-10,Platters,3,product_rank_in_month,3.0,8,7,8,,3,97364.2325,35593.2532,36.5568,9.0625,19.625,5.625,25.25,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-10,Photo Frames,4,product_rank_in_month,4.0,5,4,5,,4,90732.405,30578.0718,33.7014,17.5,14.8,6.2,21.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-10,Sculptures,5,product_rank_in_month,5.0,10,8,10,,3,81739.665,38809.656,47.4796,12.75,16.4,6.7,23.1,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-03,Wall Coverings,1,product_rank_in_month,1.0,14,13,14,,3,162285.055,49460.3378,30.4774,11.0714,15.9286,5.5714,21.5,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-03,Phones,2,product_rank_in_month,2.0,10,9,9,,4,96956.705,37711.6823,38.8954,8.75,16.3,5.8,22.1,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-03,Wine Storage,3,product_rank_in_month,3.0,9,9,9,,4,94322.0975,37171.2145,39.4088,9.4444,12.1111,5.4444,17.5556,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-03,Ornaments,4,product_rank_in_month,4.0,9,9,8,,4,91641.26,35489.5915,38.7267,19.7222,17.8889,6.1111,24.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-03,Outdoor Furniture,5,product_rank_in_month,5.0,7,7,7,,2,86584.77,23057.1055,26.6295,8.2143,15.1429,6.5714,21.7143,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-06,Wreaths,1,product_rank_in_month,1.0,9,9,9,,3,120464.8275,41189.6758,34.1923,13.6111,18.3333,4.8889,23.2222,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-06,Dinnerware,2,product_rank_in_month,2.0,9,9,9,,3,109137.305,49532.8085,45.3858,10.2778,17.5556,5.4444,23.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-06,Floral,3,product_rank_in_month,3.0,5,5,5,,3,100811.215,35218.1695,34.9348,8.5,13.2,5.8,19.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-06,Vases,4,product_rank_in_month,4.0,8,6,8,,4,83011.1575,29823.0798,35.9266,14.375,17.0,6.625,23.625,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-06,Sculptures,5,product_rank_in_month,5.0,9,9,9,,3,81220.08,27650.2618,34.0436,10.0,18.2222,7.2222,25.4444,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-07,Festive,1,product_rank_in_month,1.0,11,11,11,,3,155305.8325,56406.1992,36.3194,9.5455,14.1818,5.7273,19.9091,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-07,Vanities,2,product_rank_in_month,2.0,13,13,11,,3,130123.5475,47380.7555,36.4121,14.4231,16.3846,6.3077,22.6923,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-07,Dinnerware,3,product_rank_in_month,3.0,8,7,8,,4,123695.735,48419.4735,39.144,8.4375,14.875,6.25,21.125,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-07,Bean Bags,4,product_rank_in_month,4.0,7,6,7,,3,117171.61,46129.7145,39.3694,12.1429,9.2857,6.1429,15.4286,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-07,Collectibles,5,product_rank_in_month,5.0,12,10,12,,4,105115.4625,44219.6642,42.0677,9.5833,15.6667,5.1667,20.8333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-06,Rugs,1,product_rank_in_month,1.0,8,7,8,,4,103827.3875,45018.4975,43.359,9.0625,14.25,6.375,20.625,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-06,Table Linens,2,product_rank_in_month,2.0,10,10,10,,4,99737.875,45511.348,45.631,10.5,13.8,3.6,17.4,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-06,Accessories,3,product_rank_in_month,3.0,9,9,9,,4,93405.8725,40342.841,43.1909,11.6667,13.2222,5.6667,18.8889,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-06,Clocks,4,product_rank_in_month,4.0,6,6,6,,2,93344.4,39524.5028,42.3427,12.9167,18.0,5.6667,23.6667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-06,Photo Frames,5,product_rank_in_month,5.0,6,6,6,,3,92065.8725,38817.7465,42.163,7.5,20.8333,5.6667,26.5,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-01,Table Lamps,1,product_rank_in_month,1.0,9,8,9,,4,146457.645,60376.1445,41.2243,8.3333,17.7778,6.0,23.7778,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-01,Wall Frames,2,product_rank_in_month,2.0,9,9,9,,3,106588.96,42293.1995,39.6788,9.7222,11.1111,6.0,17.1111,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-01,Bar Tools,3,product_rank_in_month,3.0,10,9,10,,4,106523.8025,35984.392,33.7806,17.25,17.1,4.5,21.6,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-01,Sculptures,4,product_rank_in_month,4.0,7,7,7,,2,100458.46,35553.0805,35.3908,18.9286,13.1429,6.0,19.1429,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-01,Candles,5,product_rank_in_month,5.0,6,6,5,,2,96446.5,40541.6775,42.0354,6.6667,7.6667,4.5,12.1667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-05,Wall Coverings,1,product_rank_in_month,1.0,8,7,8,,3,129410.165,43293.891,33.4548,11.5625,16.875,5.75,22.625,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-05,Floral,2,product_rank_in_month,2.0,10,10,10,,4,128215.3875,50770.9088,39.5981,11.0,12.2,4.8,17.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-05,Furniture Cushions,3,product_rank_in_month,3.0,9,7,8,,4,115682.535,37826.357,32.6984,7.2222,19.0,5.1111,24.1111,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-05,TV and video,4,product_rank_in_month,4.0,10,9,10,,4,100952.0825,34817.0175,34.4887,12.5,14.8,4.6,19.4,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-05,Cocktail Glasses,5,product_rank_in_month,5.0,7,5,7,,3,98584.3025,47637.8713,48.322,7.8571,15.0,4.7143,19.7143,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-05,Accessories,1,product_rank_in_month,1.0,1,1,1,,1,17204.26,6365.554,36.9999,7.5,2.0,5.0,7.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-05,Candles,2,product_rank_in_month,2.0,1,1,1,,1,13121.28,2493.072,19.0002,10.0,16.0,10.0,26.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-05,Wreaths,3,product_rank_in_month,3.0,1,1,1,,1,10932.39,1639.8585,15.0,7.5,22.0,10.0,32.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-05,Dining Furniture,4,product_rank_in_month,4.0,1,1,1,,1,9079.3375,4448.88,49.0001,7.5,14.0,5.0,19.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-05,Sculptures,5,product_rank_in_month,5.0,1,1,1,,1,8624.575,1379.9225,15.9999,5.0,26.0,5.0,31.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-08,Photo Frames,1,product_rank_in_month,1.0,13,12,13,,4,131884.81,52542.924,39.84,10.1923,15.9231,4.9231,20.8462,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-08,Table Lamps,2,product_rank_in_month,2.0,10,10,10,,4,109983.3475,39117.5482,35.5668,8.25,11.1,5.8,16.9,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-08,Wine Storage,3,product_rank_in_month,3.0,5,5,5,,4,108185.57,40169.908,37.1306,7.0,17.4,5.4,22.8,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-08,Platters,4,product_rank_in_month,4.0,10,8,10,,3,103815.6625,37379.1578,36.0053,11.25,13.3,5.2,18.5,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-08,Wall Coverings,5,product_rank_in_month,5.0,8,7,8,,4,97747.64,39314.3633,40.2203,7.8125,15.625,6.0,21.625,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-12,TV and video,1,product_rank_in_month,1.0,14,13,14,,4,141794.6125,56061.2863,39.537,11.4286,16.6429,5.8571,22.5,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-12,Candleholders,2,product_rank_in_month,2.0,11,10,11,,4,138058.3575,35051.2768,25.3887,10.2273,18.7273,6.0,24.7273,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-12,Accessories,3,product_rank_in_month,3.0,10,9,10,,3,127730.6425,46121.8752,36.1087,10.25,15.2,5.5,20.7,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-12,Audio,4,product_rank_in_month,4.0,9,9,9,,3,95699.115,29565.1585,30.8939,9.7222,15.8889,4.6667,20.5556,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-12,Wall Coverings,5,product_rank_in_month,5.0,9,8,9,,4,95413.695,40539.3663,42.488,9.7222,13.7778,4.5556,18.3333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-02,Rugs,1,product_rank_in_month,1.0,6,4,6,,3,103708.63,31247.427,30.13,10.4167,19.6667,6.3333,26.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-02,Wine Storage,2,product_rank_in_month,2.0,8,7,8,,4,92810.745,37245.2075,40.1303,9.375,18.25,6.0,24.25,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-02,Vanities,3,product_rank_in_month,3.0,9,9,9,,4,89844.99,38440.2655,42.7851,8.6111,14.3333,5.8889,20.2222,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-02,Computers,4,product_rank_in_month,4.0,10,9,10,,4,85273.4125,22355.9575,26.2168,11.75,17.3,4.8,22.1,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-02,Baseball,5,product_rank_in_month,5.0,10,8,10,,4,82872.4675,25790.3493,31.1205,14.75,17.6,6.2,23.8,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-02,Furniture Cushions,1,product_rank_in_month,1.0,10,8,10,,4,154079.9,59508.6795,38.622,7.75,14.4,5.4,19.8,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-02,Collectibles,2,product_rank_in_month,2.0,10,10,10,,3,148620.2375,56876.0618,38.2694,9.0,16.5,5.1,21.6,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-02,Mirrors,3,product_rank_in_month,3.0,10,9,10,,4,110108.47,41526.873,37.7145,12.25,15.0,5.8,20.8,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-02,Stemware,4,product_rank_in_month,4.0,10,9,9,,4,103200.2675,34508.768,33.4386,13.75,14.2,6.2,20.4,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-02,Pendants,5,product_rank_in_month,5.0,12,10,12,,4,88729.6075,25701.311,28.9659,21.25,13.5,5.75,19.25,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-09,Furniture Cushions,1,product_rank_in_month,1.0,11,10,10,,4,112754.635,33342.0383,29.5704,9.3182,16.4545,5.4545,21.9091,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-09,Blankets,2,product_rank_in_month,2.0,9,8,9,,2,104140.78,37300.689,35.8176,11.3889,14.1111,5.3333,19.4444,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-09,Table Linens,3,product_rank_in_month,3.0,5,5,5,,3,99674.56,41622.7035,41.7586,20.0,15.4,6.4,21.8,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-09,Rugs,4,product_rank_in_month,4.0,9,9,9,,2,99272.225,39991.675,40.2849,9.7222,16.1111,5.7778,21.8889,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-09,Baseball,5,product_rank_in_month,5.0,6,6,6,,3,96739.625,36999.451,38.2464,12.0833,13.8333,3.1667,17.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-07,Accessories,1,product_rank_in_month,1.0,6,6,6,,3,128984.38,57528.708,44.6013,9.1667,14.0,6.1667,20.1667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-07,Dining Furniture,2,product_rank_in_month,2.0,11,11,11,,4,118852.8075,39188.2365,32.9721,10.0,17.0909,5.8182,22.9091,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-07,Photo Frames,3,product_rank_in_month,3.0,9,7,9,,4,108897.2775,47180.1415,43.3254,11.1111,13.5556,4.7778,18.3333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-07,Wreaths,4,product_rank_in_month,4.0,9,9,9,,3,103450.68,34830.0685,33.6683,8.6111,17.6667,3.8889,21.5556,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-07,Blankets,5,product_rank_in_month,5.0,6,5,6,,4,97255.0225,40199.787,41.3344,10.4167,17.5,6.1667,23.6667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-07,Floral,1,product_rank_in_month,1.0,7,7,7,,3,100532.9975,34355.621,34.1735,11.7857,18.2857,5.2857,23.5714,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-07,Collectibles,2,product_rank_in_month,2.0,6,6,6,,3,95205.1575,42028.8698,44.1456,7.9167,14.1667,5.8333,20.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-07,Bean Bags,3,product_rank_in_month,3.0,10,10,10,,4,90371.1075,39242.8575,43.4241,9.0,15.3,6.1,21.4,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-07,Floor Lamps,4,product_rank_in_month,4.0,7,7,7,,2,87516.07,30362.624,34.6938,7.5,14.5714,6.5714,21.1429,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-07,Computers,5,product_rank_in_month,5.0,7,7,7,,4,86310.5725,30884.7088,35.7832,8.5714,13.4286,7.1429,20.5714,,Identify products that drive or explain monthly demand spikes.
monthly_discount_timing,order_month_discount_bucket,2018-09,mid_discount,,discount_bucket,,65,38,60,33,4,614869.72,240143.9455,39.0561,12.0769,12.5231,5.6154,18.1385,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-11,low_discount,,discount_bucket,,151,48,125,46,4,1609131.7975,603437.268,37.5008,6.0762,15.9404,5.2517,21.1921,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-01,mid_discount,,discount_bucket,,77,40,69,39,4,594976.08,224451.162,37.7244,11.6883,14.5584,5.6234,20.1818,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-10,mid_discount,,discount_bucket,,64,41,52,36,4,637968.305,232800.339,36.4909,12.0312,15.8438,5.0,20.8438,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-01,low_discount,,discount_bucket,,154,44,126,44,4,1826318.9975,689266.7115,37.7408,6.1364,14.8312,5.1948,20.026,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-02,high_discount,,discount_bucket,,51,30,45,29,4,280141.07,110718.607,39.5224,27.8431,13.0196,4.8824,17.902,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-03,mid_discount,,discount_bucket,,64,34,61,35,4,538722.545,204831.974,38.0218,12.0312,14.875,5.7969,20.6719,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-04,low_discount,,discount_bucket,,137,45,111,46,4,1322474.475,499177.5223,37.7457,6.2774,15.6204,5.4088,21.0292,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-09,high_discount,,discount_bucket,,46,29,43,28,4,362295.13,139397.857,38.4763,27.1739,16.5,5.3043,21.8043,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-10,mid_discount,,discount_bucket,,85,40,76,36,4,717817.9,228120.529,31.7797,12.4118,14.4,6.0588,20.4588,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-12,low_discount,,discount_bucket,,139,48,121,47,4,1372546.59,507320.6668,36.962,6.3669,15.1223,5.2518,20.3741,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-02,high_discount,,discount_bucket,,29,21,27,20,4,174238.19,60591.737,34.7752,28.9655,16.4483,5.0,21.4483,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-03,low_discount,,discount_bucket,,110,43,95,42,4,975307.945,386032.2118,39.5805,6.25,14.8545,5.5818,20.4364,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-04,high_discount,,discount_bucket,,53,36,51,32,4,388720.6,138066.792,35.5183,30.0,14.6226,5.5283,20.1509,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-07,low_discount,,discount_bucket,,145,48,113,42,4,1369205.97,533136.3645,38.9376,6.1724,15.6207,5.6966,21.3172,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-08,high_discount,,discount_bucket,,42,27,38,28,4,372175.62,146117.74,39.2604,27.381,15.0,5.3571,20.3571,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-10,low_discount,,discount_bucket,,117,44,104,42,4,1151838.3725,426585.843,37.0352,6.2179,15.7094,5.5726,21.2821,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-12,mid_discount,,discount_bucket,,81,40,74,36,4,743775.375,266285.102,35.8018,11.9753,15.6173,5.8025,21.4198,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-09,low_discount,,discount_bucket,,126,46,102,44,4,1247523.92,465103.226,37.2821,5.9524,15.5397,4.9841,20.5238,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-06,low_discount,,discount_bucket,,129,46,97,45,4,1271000.5525,476651.2948,37.5021,6.2597,15.8915,5.3876,21.2791,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-07,low_discount,,discount_bucket,,167,50,127,46,4,1799064.905,672867.3545,37.4009,6.1377,15.7365,5.3593,21.0958,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-08,mid_discount,,discount_bucket,,71,40,65,36,4,566893.365,212900.51,37.5557,11.5493,14.831,6.2817,21.1127,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-11,high_discount,,discount_bucket,,58,35,56,36,4,486130.56,170949.588,35.1654,25.6897,15.6034,5.3276,20.931,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-05,high_discount,,discount_bucket,,45,28,44,28,4,359535.4,135405.921,37.6614,27.7778,14.5111,4.9778,19.4889,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-07,high_discount,,discount_bucket,,40,28,39,29,4,319983.29,120469.407,37.6487,27.0,15.35,5.375,20.725,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-08,high_discount,,discount_bucket,,36,26,36,23,4,156320.38,54245.356,34.7014,28.3333,14.3056,6.3056,20.6111,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-05,mid_discount,,discount_bucket,,2,2,2,2,2,17176.12,4723.234,27.4988,12.5,12.0,8.0,20.0,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-06,low_discount,,discount_bucket,,134,45,115,45,4,1283302.7575,487350.9115,37.9763,6.0821,16.6045,5.5149,22.1194,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-09,high_discount,,discount_bucket,,48,32,46,30,4,434634.36,144940.164,33.3476,26.4583,13.6458,5.75,19.3958,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-01,high_discount,,discount_bucket,,50,32,48,27,4,513469.24,193976.526,37.7776,27.8,13.34,5.64,18.98,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-10,high_discount,,discount_bucket,,43,29,40,31,4,386768.89,167418.499,43.2864,28.6047,16.0698,5.7442,21.814,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-11,low_discount,,discount_bucket,,142,48,121,44,4,1597835.095,597238.6913,37.378,6.0563,15.3873,5.5563,20.9437,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-12,low_discount,,discount_bucket,,139,45,121,46,4,1404418.6575,493802.8118,35.1607,6.277,14.4245,5.6187,20.0432,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-02,mid_discount,,discount_bucket,,65,37,63,36,4,573635.575,202403.2305,35.2843,12.0769,14.8154,5.4308,20.2462,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-03,high_discount,,discount_bucket,,44,29,41,27,4,290221.89,110856.593,38.1972,27.2727,17.0909,6.3409,23.4318,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-09,mid_discount,,discount_bucket,,73,37,64,37,4,594638.735,217269.7195,36.5381,11.8493,15.4247,6.2603,21.6849,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-10,high_discount,,discount_bucket,,51,30,45,29,4,409367.32,151579.3,37.0277,28.2353,12.7843,6.0,18.7843,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-02,mid_discount,,discount_bucket,,72,37,62,34,4,592690.375,227762.001,38.4285,12.5,15.5972,5.4861,21.0833,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-04,mid_discount,,discount_bucket,,74,37,69,37,4,635354.635,245960.5165,38.7123,11.8243,14.0135,5.2027,19.2162,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-08,mid_discount,,discount_bucket,,97,44,85,41,4,758950.54,300851.712,39.6405,12.1134,15.4845,6.134,21.6186,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-12,high_discount,,discount_bucket,,49,34,46,34,4,294379.24,105599.149,35.8718,27.3469,15.2041,5.5918,20.7959,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-05,low_discount,,discount_bucket,,139,47,118,45,4,1356815.325,527273.9735,38.8611,6.1871,16.6115,4.7338,21.3453,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-08,high_discount,,discount_bucket,,42,31,38,29,4,360518.96,137839.739,38.2337,28.0952,14.0476,5.3571,19.4048,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2020-11,mid_discount,,discount_bucket,,72,36,65,37,4,577024.435,204231.294,35.3939,12.6389,16.125,5.625,21.75,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-05,mid_discount,,discount_bucket,,93,43,85,37,4,712113.855,291405.2265,40.9212,11.9892,14.1828,4.4409,18.6237,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-06,low_discount,,discount_bucket,,136,47,117,46,4,1431591.01,499250.482,34.8738,6.1765,15.1618,5.6985,20.8603,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-07,mid_discount,,discount_bucket,,82,40,74,39,4,648366.705,225868.7285,34.8366,12.1951,14.6585,5.7805,20.439,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2019-08,mid_discount,,discount_bucket,,65,39,58,34,4,627593.69,256716.701,40.9049,12.2308,16.6,5.3077,21.9077,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
monthly_discount_timing,order_month_discount_bucket,2018-07,mid_discount,,discount_bucket,,69,38,61,36,4,608213.27,209143.1265,34.3865,12.2464,15.029,5.7101,20.7391,,Check whether seasonal peaks are supported by discounting or slower fulfillment.
