evidence_block,grain,item,item_2,item_3,rank_label,rank_value,catalog_book_count,sold_book_count,line_count,order_count,total_price,avg_price,avg_pages,author_count,publisher_count,language_count,share_pct,secondary_value,notes
top_title_demand,title,The Listerdale Mystery And Eleven Other Stories,AudioGO,English,title_value_rank,2473.0,1,1,1,1,14.01,14.01,0.0,2.0,,,0.0186,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,Citadel Press,English,title_value_rank,2474.0,1,1,2,2,13.99,6.995,176.0,1.0,,,0.0185,1998.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Pictorial Encyclopedia of Trades and Industry  Vol 1,Dover Publications,English,title_value_rank,2475.0,1,1,1,1,13.99,13.99,239.0,2.0,,,0.0185,1993.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Histories,Penguin Books,English,title_value_rank,2476.0,1,1,1,1,13.99,13.99,716.0,0.0,,,0.0185,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Mariner Books,English,title_value_rank,2477.0,1,1,1,1,13.99,13.99,491.0,0.0,,,0.0185,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Psychology of Everyday Things,Basic Books,English,title_value_rank,2478.0,1,1,1,1,13.99,13.99,257.0,1.0,,,0.0185,1988.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Secretary of Dreams  Volume One,Cemetery Dance Publications,English,title_value_rank,2479.0,1,1,2,2,13.98,6.99,281.0,2.0,,,0.0185,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Love Smart: Find the One You Want--Fix the One You Got,Free Press,United States English,title_value_rank,2480.0,1,1,1,1,13.98,13.98,284.0,0.0,,,0.0185,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Shout! The Beatles in Their Generation,Fireside,English,title_value_rank,2481.0,1,1,1,1,13.98,13.98,546.0,1.0,,,0.0185,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2)",Disney Press,English,title_value_rank,2482.0,1,1,1,1,13.98,13.98,123.0,2.0,,,0.0185,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Only the Ring Finger Knows: The Ring Finger Falls Silent (Only the Ring Finger Knows #3)",Digital Manga Publishing,United States English,title_value_rank,2483.0,1,1,1,1,13.97,13.97,250.0,2.0,,,0.0185,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Deep (Dive Trilogy),Turtleback Books,English,title_value_rank,2484.0,1,1,1,1,13.97,13.97,148.0,1.0,,,0.0185,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Interpreter,St. Martins Press,English,title_value_rank,2485.0,1,1,1,1,13.97,13.97,304.0,1.0,,,0.0185,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Time Machine,Penguin Books Ltd,English,title_value_rank,2486.0,1,1,1,1,13.97,13.97,104.0,6.0,,,0.0185,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,HMH Books for Young Readers,English,title_value_rank,2487.0,1,1,1,1,13.96,13.96,48.0,2.0,,,0.0185,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Queen of the Underworld,Ballantine Books,English,title_value_rank,2488.0,1,1,1,1,13.95,13.95,368.0,1.0,,,0.0185,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The Sorority: Samantha (Sorority Trilogy  #3)",Pinnacle,English,title_value_rank,2489.0,1,1,1,1,13.95,13.95,288.0,1.0,,,0.0185,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Book of Merlyn: The Unpublished Conclusion to The Once & Future King,University of Texas Press (Austin/London),English,title_value_rank,2490.0,1,1,2,2,13.94,6.97,137.0,1.0,,,0.0185,1977.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Hot Springs (Earl Swagger  #1)",Simon & Schuster Audio,English,title_value_rank,2491.0,1,1,1,1,13.94,13.94,0.0,2.0,,,0.0185,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"I Like Winter (Seasons  #3)",Random House Books for Young Readers,English,title_value_rank,2492.0,1,1,1,1,13.94,13.94,56.0,2.0,,,0.0185,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Gifts (Annals of the Western Shore  #1)",Harcourt,English,title_value_rank,2493.0,1,1,1,1,13.93,13.93,286.0,1.0,,,0.0185,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,As You Like It,Simon Schuster,English,title_value_rank,2494.0,1,1,1,1,13.92,13.92,263.0,5.0,,,0.0184,2011.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Howl and Other Poems,City Lights,English,title_value_rank,2495.0,1,1,2,2,13.91,6.955,56.0,2.0,,,0.0184,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Lobsters,AudioText,English,title_value_rank,2496.0,1,1,1,1,13.91,13.91,1.0,3.0,,,0.0184,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Brothers Karamazov,Hovel Audio,English,title_value_rank,2497.0,1,1,1,1,13.91,13.91,16.0,0.0,,,0.0184,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8)",Applewood Books,English,title_value_rank,2498.0,1,1,2,2,13.9,6.95,210.0,2.0,,,0.0184,1996.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Norton Anthology of Modern and Contemporary Poetry,W. W. Norton Company,English,title_value_rank,2499.0,1,1,1,1,13.9,13.9,1136.0,3.0,,,0.0184,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Mercy Watson to the Rescue,Candlewick Press,English,title_value_rank,2500.0,1,1,1,1,13.88,13.88,68.0,2.0,,,0.0184,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The Case of the Marshmallow Monster (Jigsaw Jones  #11)",Scholastic Paperbacks,United States English,title_value_rank,2501.0,1,1,1,1,13.88,13.88,80.0,2.0,,,0.0184,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Dark Descent,Tor Books,English,title_value_rank,2502.0,1,1,1,1,13.88,13.88,1011.0,7.0,,,0.0184,1997.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Adieu  Chunky Rice,Delcourt,Spanish,title_value_rank,2503.0,1,1,2,2,13.87,6.935,128.0,1.0,,,0.0184,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Return of the Native,W. W. Norton & Company,English,title_value_rank,2504.0,1,1,1,1,13.87,13.87,552.0,0.0,,,0.0184,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,100 Love Sonnets,University of Texas Press,English,title_value_rank,2505.0,1,1,1,1,13.86,13.86,232.0,2.0,,,0.0184,1986.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Wind Done Gone,Mariner Books,English,title_value_rank,2506.0,1,1,1,1,13.86,13.86,224.0,1.0,,,0.0184,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Secret Life of Bees,Penguin Books,English,title_value_rank,2507.0,1,1,3,3,13.85,4.6167,302.0,0.0,,,0.0184,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,McGraw-Hill Humanities/Social Sciences/Languages,English,title_value_rank,2508.0,1,1,1,1,13.85,13.85,256.0,3.0,,,0.0184,1994.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218)",Harvard University Press (Cambridge),English,title_value_rank,2509.0,1,1,1,1,13.85,13.85,576.0,2.0,,,0.0184,1928.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Earthbound,Tor Books,English,title_value_rank,2510.0,1,1,2,2,13.84,6.92,223.0,2.0,,,0.0183,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Quintessential Tarantino,Marion Boyars Publishers Ltd,English,title_value_rank,2511.0,1,1,2,2,13.84,6.92,352.0,1.0,,,0.0183,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Vanishing Acts,Washington Square Press,English,title_value_rank,2512.0,1,1,1,1,13.84,13.84,426.0,1.0,,,0.0183,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"A Near Thing for Captain Najork (Captain Najork #2)",David R. Godine,English,title_value_rank,2513.0,1,1,2,2,13.83,6.915,32.0,2.0,,,0.0183,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Gunslinger Girl  Vol. 1,ADV Manga,English,title_value_rank,2514.0,1,1,1,1,13.83,13.83,175.0,2.0,,,0.0183,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Lines and Shadows,Bantam,United States English,title_value_rank,2515.0,1,1,1,1,13.83,13.83,416.0,1.0,,,0.0183,1995.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,叫んでやるぜ! (1) (あすかコミックスCL-DX),角川書店 (Kadokawa Shoten),Japanese,title_value_rank,2516.0,1,1,1,1,13.83,13.83,165.0,0.0,,,0.0183,1996.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Fourteen Sisters of Emilio Montez O'Brien,Harper Perennial,English,title_value_rank,2517.0,1,1,2,2,13.81,6.905,496.0,1.0,,,0.0183,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,X/1999  Volume 02: Overture,VIZ Media LLC,United States English,title_value_rank,2518.0,1,1,1,1,13.81,13.81,192.0,2.0,,,0.0183,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Cat in the Hat and Other Dr. Seuss Favorites,Listening Library (Audio),English,title_value_rank,2519.0,1,1,1,1,13.8,13.8,61.0,2.0,,,0.0183,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Tim Burton: Interviews,University Press of Mississippi,English,title_value_rank,2520.0,1,1,1,1,13.8,13.8,192.0,1.0,,,0.0183,2010.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Who Wants a Cheap Rhinoceros?,Simon Schuster Books for Young Readers,English,title_value_rank,2521.0,1,1,1,1,13.8,13.8,64.0,1.0,,,0.0183,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Aphrodite: A Memoir of the Senses,Harper Perennial,English,title_value_rank,2522.0,1,1,2,2,13.79,6.895,320.0,3.0,,,0.0183,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,A Severed Head,Penguin Books,English,title_value_rank,2523.0,1,1,1,1,13.79,13.79,204.0,1.0,,,0.0183,1976.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Deception Point,Bantam Press,English,title_value_rank,2524.0,1,1,1,1,13.79,13.79,448.0,0.0,,,0.0183,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Penguin Books,English,title_value_rank,2525.0,1,1,1,1,13.79,13.79,450.0,1.0,,,0.0183,1998.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Tunnel in the Sky (Heinlein's Juveniles  #9)",Pocket Books,English,title_value_rank,2526.0,1,1,1,1,13.79,13.79,262.0,1.0,,,0.0183,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Unearthly Neighbors,Random House Value Publishing,English,title_value_rank,2527.0,1,1,2,2,13.78,6.89,208.0,1.0,,,0.0183,1984.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Enchiridion on Faith Hope and Love (Augustine Series 1),New City Press,English,title_value_rank,2528.0,1,1,1,1,13.78,13.78,144.0,3.0,,,0.0183,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Around the World in 8 1/2 Days (Judy Moody #7)",Candlewick Press (MA),English,title_value_rank,2529.0,1,1,1,1,13.77,13.77,157.0,2.0,,,0.0183,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Cherry Cheesecake Murder (Hannah Swensen  #8)",Kensington Publishing Corporation,English,title_value_rank,2530.0,1,1,2,2,13.76,6.88,382.0,1.0,,,0.0182,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Autobiography of Andrew Carnegie and the Gospel of Wealth,Signet,English,title_value_rank,2531.0,1,1,2,2,13.76,6.88,336.0,2.0,,,0.0182,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Much Ado About Nothing,Signet Classic,English,title_value_rank,2532.0,1,1,1,1,13.76,13.76,166.0,0.0,,,0.0182,1998.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Tenants of Moonbloom,NYRB Classics,United States English,title_value_rank,2533.0,1,1,1,1,13.76,13.76,264.0,2.0,,,0.0182,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Hard News (Rune  #3)",Bantam,English,title_value_rank,2534.0,1,1,1,1,13.75,13.75,304.0,1.0,,,0.0182,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Selected Poems,Penguin Books,English,title_value_rank,2535.0,1,1,1,1,13.75,13.75,320.0,18.0,,,0.0182,1998.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Gallery Books,English,title_value_rank,2536.0,1,1,1,1,13.74,13.74,208.0,2.0,,,0.0182,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Sword and Shield,TSR Inc.,English,title_value_rank,2537.0,1,1,1,1,13.74,13.74,16.0,1.0,,,0.0182,1992.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"A Wicked Gentleman (Cavendish Square  #1)",Pocket Star,English,title_value_rank,2538.0,1,1,1,1,13.73,13.73,474.0,1.0,,,0.0182,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"In the Green Star's Glow (Green Star  #5)",Daw Books,English,title_value_rank,2539.0,1,1,2,2,13.72,6.86,192.0,1.0,,,0.0182,1976.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Rounding the Mark (Inspector Montalbano  #7)",Penguin Books,English,title_value_rank,2540.0,1,1,1,1,13.71,13.71,272.0,2.0,,,0.0182,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Desert Flower,William Morrow Paperbacks,English,title_value_rank,2541.0,1,1,1,1,13.7,13.7,240.0,2.0,,,0.0182,2011.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Morrigan's Cross (Circle Trilogy  #1)",Jove,English,title_value_rank,2542.0,1,1,1,1,13.7,13.7,321.0,1.0,,,0.0182,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Practicalities,Grove Press,English,title_value_rank,2543.0,1,1,1,1,13.7,13.7,143.0,2.0,,,0.0182,1993.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The League of Night and Fog (Mortalis  #3)",Grand Central Publishing,English,title_value_rank,2544.0,1,1,1,1,13.7,13.7,448.0,1.0,,,0.0182,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Centurion's Empire,Tor Science Fiction,English,title_value_rank,2545.0,1,1,1,1,13.69,13.69,416.0,1.0,,,0.0181,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Ends of the Earth: A Journey to the Frontiers of Anarchy,Vintage,English,title_value_rank,2546.0,1,1,3,3,13.68,4.56,496.0,1.0,,,0.0181,1997.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Herzog on Herzog,Farrar Straus and Giroux,English,title_value_rank,2547.0,1,1,1,1,13.68,13.68,352.0,1.0,,,0.0181,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Candy Girl: A Year in the Life of an Unlikely Stripper,Gotham,United States English,title_value_rank,2548.0,1,1,1,1,13.67,13.67,212.0,1.0,,,0.0181,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,HarperCollins,English,title_value_rank,2549.0,1,1,2,2,13.65,6.825,256.0,2.0,,,0.0181,1989.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Interlopers,Ace,English,title_value_rank,2550.0,1,1,1,1,13.65,13.65,313.0,1.0,,,0.0181,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Justine (The Alexandria Quartet #1)",Penguin Books,English,title_value_rank,2551.0,1,1,1,1,13.65,13.65,253.0,1.0,,,0.0181,1991.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Complete Plays,W. W. Norton & Company,English,title_value_rank,2552.0,1,1,1,1,13.65,13.65,1060.0,0.0,,,0.0181,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Presidio Press,English,title_value_rank,2553.0,1,1,1,1,13.65,13.65,480.0,2.0,,,0.0181,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),Pearson,English,title_value_rank,2554.0,1,1,2,2,13.65,6.825,230.0,1.0,,,0.0181,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Furies of Calderon (Codex Alera  #1)",Ace,English,title_value_rank,2555.0,1,1,2,2,13.64,6.82,504.0,1.0,,,0.0181,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Alcestis,Oxford University Press USA,English,title_value_rank,2556.0,1,1,1,1,13.63,13.63,142.0,2.0,,,0.0181,1990.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Embroideries,Pantheon,English,title_value_rank,2557.0,1,1,3,3,13.62,4.54,144.0,2.0,,,0.0181,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,White Fang,Scholastic Paperbacks,English,title_value_rank,2558.0,1,1,2,2,13.62,6.81,252.0,3.0,,,0.0181,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,A Room of One's Own,Penguin Books,English,title_value_rank,2559.0,1,1,1,1,13.62,13.62,112.0,2.0,,,0.0181,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Botany of Desire: A Plant's-Eye View of the World,Random House Trade Paperbacks,English,title_value_rank,2560.0,1,1,1,1,13.62,13.62,297.0,1.0,,,0.0181,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,A Tangled Web,Seal Books,English,title_value_rank,2561.0,1,1,2,2,13.6,6.8,288.0,1.0,,,0.018,1989.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Gulliver's Travels,W. W. Norton & Company,English,title_value_rank,2562.0,1,1,2,2,13.6,6.8,432.0,0.0,,,0.018,1980.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Partner,Delta,English,title_value_rank,2563.0,1,1,1,1,13.6,13.6,416.0,1.0,,,0.018,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,Simon Schuster,English,title_value_rank,2564.0,1,1,1,1,13.59,13.59,445.0,1.0,,,0.018,1982.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Cossacks,Modern Library,English,title_value_rank,2565.0,1,1,1,1,13.59,13.59,161.0,3.0,,,0.018,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Outsiders,Puffin Group,English,title_value_rank,2566.0,1,1,1,1,13.58,13.58,218.0,1.0,,,0.018,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Fads and Fallacies in the Name of Science,Dover Publications (NY),English,title_value_rank,2567.0,1,1,1,1,13.57,13.57,384.0,1.0,,,0.018,1957.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Analects,Penguin Books Ltd,English,title_value_rank,2568.0,1,1,1,1,13.57,13.57,249.0,2.0,,,0.018,1979.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Basic Bakunin,Prometheus Books,English,title_value_rank,2569.0,1,1,1,1,13.56,13.56,248.0,2.0,,,0.018,1992.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Tramps Like Us  Volume 12,TokyoPop,United States English,title_value_rank,2570.0,1,1,2,2,13.56,6.78,179.0,1.0,,,0.018,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Philosophy for Dummies,For Dummies,English,title_value_rank,2571.0,1,1,2,2,13.55,6.775,361.0,1.0,,,0.018,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Counting Christmas,Margaret K. McElderry Books,English,title_value_rank,2572.0,1,1,1,1,13.55,13.55,32.0,1.0,,,0.018,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,More Twisted: Collected Stories Vol. II,Simon & Schuster,English,title_value_rank,2573.0,1,1,1,1,13.55,13.55,433.0,1.0,,,0.018,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Candy,Back Bay Books,United States English,title_value_rank,2574.0,1,1,1,1,13.53,13.53,279.0,3.0,,,0.0179,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Illustrated Garden Book: A New Anthology,Atheneum Books,English,title_value_rank,2575.0,1,1,1,1,13.53,13.53,192.0,4.0,,,0.0179,1986.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The Navigator (NUMA Files  #7)",Putnam Publishing Group,United States English,title_value_rank,2576.0,1,1,1,1,13.52,13.52,437.0,2.0,,,0.0179,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Hunchback of Notre-Dame,Signet Classics,English,title_value_rank,2577.0,1,1,2,2,13.51,6.755,510.0,0.0,,,0.0179,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Antitrust Law,University of Chicago Press,United States English,title_value_rank,2578.0,1,1,1,1,13.51,13.51,304.0,1.0,,,0.0179,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Broken Prey (Lucas Davenport  #16)",Berkley,English,title_value_rank,2579.0,1,1,2,2,13.49,6.745,481.0,1.0,,,0.0179,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Color of Water: A Black Man's Tribute to His White Mother,Riverhead Books,English,title_value_rank,2580.0,1,1,1,1,13.49,13.49,291.0,0.0,,,0.0179,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Glasshouse,Ace Books,United States English,title_value_rank,2581.0,1,1,1,1,13.48,13.48,335.0,1.0,,,0.0179,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Roald Dahl Treasury,Viking Juvenile,English,title_value_rank,2582.0,1,1,1,1,13.48,13.48,448.0,1.0,,,0.0179,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Sun Also Rises,Scribner Book Company,English,title_value_rank,2583.0,1,1,1,1,13.48,13.48,247.0,1.0,,,0.0179,1984.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Shining,Turtleback Books,English,title_value_rank,2584.0,1,1,1,1,13.47,13.47,505.0,0.0,,,0.0179,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,This Is Push: New Stories from the Edge,Push,English,title_value_rank,2585.0,1,1,1,1,13.47,13.47,240.0,16.0,,,0.0179,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Utopia,Penguin Classics,English,title_value_rank,2586.0,1,1,2,2,13.47,6.735,135.0,2.0,,,0.0179,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,10 lb Penalty,G.P. Putnam's Sons,English,title_value_rank,2587.0,1,1,1,1,13.45,13.45,320.0,1.0,,,0.0178,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Da Vinci Code (Robert Langdon  #2)",Pocket,French,title_value_rank,2588.0,1,1,1,1,13.45,13.45,744.0,2.0,,,0.0178,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Pastwatch: The Redemption of Christopher Columbus,Tor Books,United States English,title_value_rank,2589.0,1,1,1,1,13.45,13.45,402.0,1.0,,,0.0178,2016.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,South Park and Philosophy: You Know  I Learned Something Today,Blackwell Publishers,English,title_value_rank,2590.0,1,1,2,2,13.44,6.72,273.0,1.0,,,0.0178,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Lipstick Jungle,Hachette Books,English,title_value_rank,2591.0,1,1,1,1,13.44,13.44,496.0,0.0,,,0.0178,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Gulliver's Travels,Tantor Media,English,title_value_rank,2592.0,1,1,2,2,13.43,6.715,0.0,0.0,,,0.0178,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Good Soldier Svejk And His Fortunes In The World,Penguin Classic,English,title_value_rank,2593.0,1,1,1,1,13.43,13.43,752.0,1.0,,,0.0178,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Johnny Cash,Da Capo Press,English,title_value_rank,2594.0,1,1,1,1,13.43,13.43,334.0,1.0,,,0.0178,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Adventures of Jimmy Skunk,Dover Publications,English,title_value_rank,2595.0,1,1,1,1,13.42,13.42,96.0,3.0,,,0.0178,1994.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The Sea Hunters (The Sea Hunters #1)",Pocket Star,United States English,title_value_rank,2596.0,1,1,2,2,13.41,6.705,432.0,2.0,,,0.0178,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
