evidence_block,grain,item,item_2,item_3,rank_label,rank_value,orders,customers,stores,products,channels,net_sales_proxy,gross_margin_proxy,gross_margin_proxy_rate_pct,avg_discount_pct,avg_delivery_days,share_pct,notes
product_region_mix,product_region,TV and video,South,3,region_rank_in_product,3.0,56,,,,,428717.0875,173735.0185,40.5244,,,,Check whether product strength is geographically broad or localized.
customer_sales_concentration,portfolio,top_10_customers_by_sales,50,,top10_customer_sales_share,,,50,,,,17265608.0475,,,,,23.6052,Check whether customer value is concentrated in a small head.
customer_value_breadth,customer,ETUDE Ltd,16,1,customer_sales_rank,16.0,167,,,46,4,1569467.63,644998.176,41.0966,11.8862,20.8263,2.1457,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Rochester Ltd,37,2,customer_sales_rank,37.0,142,,,40,4,1346355.955,539306.3048,40.0567,11.0739,21.1197,1.8407,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Pacific Ltd,31,3,customer_sales_rank,31.0,167,,,46,4,1366847.57,536757.1545,39.2697,10.494,20.8862,1.8687,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Linde ,43,4,customer_sales_rank,43.0,157,,,45,4,1262274.64,494928.408,39.2092,12.4522,20.5287,1.7258,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Sundial ,19,5,customer_sales_rank,19.0,163,,,47,4,1530633.09,599500.0412,39.1668,10.3221,21.6748,2.0926,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Procter Corp,27,6,customer_sales_rank,27.0,159,,,45,4,1426164.01,556283.069,39.0055,11.1792,19.6478,1.9498,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Ei ,11,7,customer_sales_rank,11.0,171,,,44,4,1617932.415,627733.1365,38.7985,11.2865,20.269,2.212,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Uriel Group,42,8,customer_sales_rank,42.0,152,,,47,4,1286679.725,497607.471,38.6738,11.5789,19.7039,1.7591,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Llorens Ltd,25,9,customer_sales_rank,25.0,161,,,46,4,1445513.7775,555609.167,38.4368,11.5839,20.2484,1.9763,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Weimei Corp,35,10,customer_sales_rank,35.0,161,,,45,4,1348606.82,518342.889,38.4354,11.0714,21.2609,1.8438,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Wuxi Group,48,11,customer_sales_rank,48.0,144,,,45,4,1191193.5025,457217.285,38.3831,12.2049,21.3611,1.6286,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Niconovum Corp,28,12,customer_sales_rank,28.0,168,,,46,4,1419584.4425,543012.96,38.2515,11.5179,20.494,1.9408,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,"Apotheca, Ltd",2,13,customer_sales_rank,2.0,179,,,46,4,1841004.56,701137.535,38.0845,11.7039,20.6034,2.517,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Medline ,1,14,customer_sales_rank,1.0,210,,,47,4,2012877.315,765837.475,38.0469,11.7381,21.5429,2.752,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Ohio ,8,15,customer_sales_rank,8.0,164,,,45,4,1642714.8775,624744.0018,38.0312,11.7988,20.8537,2.2459,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Prasco Group,17,16,customer_sales_rank,17.0,162,,,47,4,1550515.34,589575.4697,38.0245,11.7438,20.284,2.1198,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,"Fenwal, Corp",22,17,customer_sales_rank,22.0,172,,,47,4,1462124.25,555698.6695,38.0063,11.9477,21.2384,1.999,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Apollo Ltd,7,18,customer_sales_rank,7.0,178,,,46,4,1658924.8575,627509.487,37.8263,11.9663,21.2191,2.268,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Victory Ltd,12,19,customer_sales_rank,12.0,176,,,46,4,1610879.1575,605520.8315,37.5895,10.9091,20.7216,2.2024,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,"3LAB, Ltd",30,20,customer_sales_rank,30.0,135,,,44,4,1373728.3025,514704.7197,37.4677,11.0926,21.2,1.8781,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Mylan Corp,34,21,customer_sales_rank,34.0,153,,,47,4,1353089.455,506397.3448,37.4253,11.8137,20.3007,1.8499,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,OHTA'S Corp,13,22,customer_sales_rank,13.0,173,,,47,4,1595805.33,596768.5905,37.3961,13.1503,19.3815,2.1817,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,"PEDIFIX, Corp",36,23,customer_sales_rank,36.0,143,,,45,4,1347558.27,503502.6743,37.3641,10.7867,20.5944,1.8424,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,OUR Ltd,4,24,customer_sales_rank,4.0,176,,,47,4,1712639.595,638857.6945,37.3025,9.9148,21.0284,2.3415,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,"Exact-Rx, Corp",33,25,customer_sales_rank,33.0,151,,,45,4,1354668.1425,503864.9215,37.1947,12.4503,19.3709,1.8521,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Burt's Corp,44,26,customer_sales_rank,44.0,151,,,47,4,1250649.6375,464043.056,37.1042,13.2781,20.9007,1.7099,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Ascend Ltd,45,27,customer_sales_rank,45.0,150,,,47,4,1242309.98,460335.9573,37.0548,13.05,20.1333,1.6985,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,O.E. Ltd,21,28,customer_sales_rank,21.0,156,,,45,4,1462839.14,540959.6568,36.9801,11.1859,20.1346,2.0,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Pure Group,3,29,customer_sales_rank,3.0,175,,,47,4,1770662.265,652958.3392,36.8765,10.9429,21.08,2.4208,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,New Ltd,29,30,customer_sales_rank,29.0,153,,,44,4,1388690.0725,511888.3935,36.8612,11.2255,20.1307,1.8986,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,E. Ltd,14,31,customer_sales_rank,14.0,164,,,44,4,1583601.7825,583579.1988,36.8514,11.6616,22.6402,2.1651,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Avon Corp,50,32,customer_sales_rank,50.0,152,,,47,4,1175020.7075,432755.2712,36.8296,10.7566,20.7895,1.6065,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Medsep Group,47,33,customer_sales_rank,47.0,142,,,45,4,1230549.135,452759.4512,36.7933,11.8662,20.8521,1.6824,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,S.S.S. Group,20,34,customer_sales_rank,20.0,159,,,46,4,1478469.57,543555.6047,36.7647,10.3931,20.5786,2.0213,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,"Elorac, Corp",10,35,customer_sales_rank,10.0,181,,,45,4,1628232.4925,598388.3473,36.7508,11.9199,19.3481,2.2261,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Capweld ,38,36,customer_sales_rank,38.0,140,,,43,4,1345979.9175,494391.5693,36.731,10.0179,21.8214,1.8402,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,AuroMedics Corp,23,37,customer_sales_rank,23.0,152,,,46,4,1454026.63,532829.3568,36.6451,11.1678,19.8816,1.9879,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,WakeFern ,49,38,customer_sales_rank,49.0,135,,,43,4,1179320.4325,432057.9103,36.6362,11.1667,21.4963,1.6123,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Trigen ,5,39,customer_sales_rank,5.0,156,,,43,4,1693781.9425,620264.736,36.6201,11.1218,20.641,2.3157,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Dharma Ltd,46,40,customer_sales_rank,46.0,145,,,47,4,1238904.705,452200.869,36.5001,12.0345,19.931,1.6938,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Nipro ,26,41,customer_sales_rank,26.0,156,,,47,4,1442208.3325,524936.7117,36.3981,11.3462,19.4038,1.9718,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,U.S. Ltd,39,42,customer_sales_rank,39.0,157,,,46,4,1337536.075,486509.3343,36.3735,11.4172,20.6242,1.8286,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Qualitest ,18,43,customer_sales_rank,18.0,165,,,44,4,1541425.9525,558360.566,36.2236,10.3788,20.3939,2.1074,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Eminence Corp,9,44,customer_sales_rank,9.0,186,,,46,4,1631552.51,590286.7123,36.1794,11.3172,20.9032,2.2306,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Select ,24,45,customer_sales_rank,24.0,150,,,45,4,1451234.405,522820.658,36.0259,10.7333,20.5867,1.9841,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,21st Ltd,15,46,customer_sales_rank,15.0,158,,,45,4,1580759.14,555864.0692,35.1644,11.1234,21.4304,2.1612,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Winthrop ,40,47,customer_sales_rank,40.0,156,,,45,4,1336979.975,467927.4063,34.9988,12.5321,21.3718,1.8279,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Bare ,41,48,customer_sales_rank,41.0,152,,,44,4,1332987.445,465279.7538,34.905,11.102,20.9079,1.8224,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Amylin Group,32,49,customer_sales_rank,32.0,145,,,45,4,1364656.8375,471134.7983,34.524,11.2069,21.4345,1.8657,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_value_breadth,customer,Ole Group,6,50,customer_sales_rank,6.0,171,,,47,4,1673217.6325,569885.101,34.0592,11.2427,19.924,2.2876,"Compare customer value with product breadth, channel breadth, and quality signals."
customer_product_preference,customer_product,ETUDE Ltd,Wine Storage,1,product_rank_in_customer,1.0,7,,,,,114278.885,36887.2295,32.2783,,,7.2814,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,ETUDE Ltd,Furniture Cushions,2,product_rank_in_customer,2.0,8,,,,,94799.64,48686.938,51.3577,,,6.0402,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,ETUDE Ltd,Cookware,3,product_rank_in_customer,3.0,7,,,,,93405.37,44314.647,47.4434,,,5.9514,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Medline ,Floral,1,product_rank_in_customer,1.0,7,,,,,135192.935,62879.236,46.5107,,,6.7164,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Medline ,Accessories,2,product_rank_in_customer,2.0,9,,,,,132613.6025,51090.2632,38.5257,,,6.5883,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Medline ,Wall Coverings,3,product_rank_in_customer,3.0,7,,,,,91240.7675,36085.791,39.5501,,,4.5329,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Pacific Ltd,Ornaments,1,product_rank_in_customer,1.0,5,,,,,70539.61,34588.595,49.0343,,,5.1608,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Pacific Ltd,Dinnerware,2,product_rank_in_customer,2.0,7,,,,,68291.9275,21529.5098,31.5257,,,4.9963,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Pacific Ltd,TV and video,3,product_rank_in_customer,3.0,5,,,,,64217.49,29124.636,45.3531,,,4.6982,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Victory Ltd,Bakeware,1,product_rank_in_customer,1.0,6,,,,,111598.0475,28750.602,25.7626,,,6.9278,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Victory Ltd,Wreaths,2,product_rank_in_customer,2.0,10,,,,,68946.5175,25331.3628,36.7406,,,4.2801,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Victory Ltd,Baseball,3,product_rank_in_customer,3.0,7,,,,,68280.2025,21936.4488,32.1271,,,4.2387,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,"3LAB, Ltd",Stemware,1,product_rank_in_customer,1.0,6,,,,,86126.49,39338.801,45.6756,,,6.2695,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,"3LAB, Ltd",Blankets,2,product_rank_in_customer,2.0,3,,,,,76973.285,31371.71,40.7566,,,5.6032,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,"3LAB, Ltd",Rugs,3,product_rank_in_customer,3.0,6,,,,,75583.37,19683.387,26.042,,,5.5021,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Linde ,Phones,1,product_rank_in_customer,1.0,7,,,,,88239.5025,34874.1858,39.5222,,,6.9905,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Linde ,Dinnerware,2,product_rank_in_customer,2.0,8,,,,,74225.615,38110.8455,51.3446,,,5.8803,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Linde ,Cookware,3,product_rank_in_customer,3.0,6,,,,,68614.1975,19645.3283,28.6316,,,5.4358,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Wuxi Group,Cocktail Glasses,1,product_rank_in_customer,1.0,8,,,,,94894.445,44761.4988,47.1698,,,7.9663,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Wuxi Group,Sculptures,2,product_rank_in_customer,2.0,6,,,,,75679.515,34630.1305,45.7589,,,6.3533,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Wuxi Group,Floral,3,product_rank_in_customer,3.0,7,,,,,63814.9875,22069.5875,34.5837,,,5.3572,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Llorens Ltd,Collectibles,1,product_rank_in_customer,1.0,8,,,,,100805.52,42087.608,41.7513,,,6.9737,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Llorens Ltd,TV and video,2,product_rank_in_customer,2.0,4,,,,,85296.025,28551.838,33.4738,,,5.9007,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Llorens Ltd,Outdoor Decor,3,product_rank_in_customer,3.0,3,,,,,68179.87,24375.1525,35.7512,,,4.7167,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Trigen ,Collectibles,1,product_rank_in_customer,1.0,8,,,,,139825.4825,49616.9593,35.4849,,,8.2552,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Trigen ,Bakeware,2,product_rank_in_customer,2.0,7,,,,,90658.035,34974.051,38.578,,,5.3524,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Trigen ,Floor Lamps,3,product_rank_in_customer,3.0,5,,,,,88465.795,34584.9563,39.0942,,,5.223,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,U.S. Ltd,Wardrobes,1,product_rank_in_customer,1.0,5,,,,,78348.2925,30696.441,39.1795,,,5.8577,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,U.S. Ltd,Festive,2,product_rank_in_customer,2.0,4,,,,,71237.415,23323.9922,32.7412,,,5.326,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,U.S. Ltd,Mirrors,3,product_rank_in_customer,3.0,5,,,,,69385.87,19331.4855,27.8608,,,5.1876,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Apollo Ltd,Bedroom Furniture,1,product_rank_in_customer,1.0,7,,,,,116157.3975,41244.3477,35.5073,,,7.002,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Apollo Ltd,Candles,2,product_rank_in_customer,2.0,7,,,,,104382.985,36646.4375,35.1077,,,6.2922,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Apollo Ltd,Home Fragrances,3,product_rank_in_customer,3.0,6,,,,,90297.0725,31678.9525,35.083,,,5.4431,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,"Elorac, Corp",Dining Furniture,1,product_rank_in_customer,1.0,6,,,,,100488.7775,33148.899,32.9877,,,6.1716,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,"Elorac, Corp",Furniture Cushions,2,product_rank_in_customer,2.0,9,,,,,93681.9125,38417.779,41.0087,,,5.7536,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,"Elorac, Corp",Vanities,3,product_rank_in_customer,3.0,6,,,,,88064.8,28584.3095,32.4583,,,5.4086,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Prasco Group,Bar Tools,1,product_rank_in_customer,1.0,6,,,,,109455.22,36232.2,33.1023,,,7.0593,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Prasco Group,Furniture Cushions,2,product_rank_in_customer,2.0,7,,,,,105124.675,37251.0038,35.4351,,,6.78,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Prasco Group,TV and video,3,product_rank_in_customer,3.0,6,,,,,74030.98,26968.7068,36.4289,,,4.7746,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Mylan Corp,Wardrobes,1,product_rank_in_customer,1.0,6,,,,,80222.785,34649.3965,43.1915,,,5.9289,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Mylan Corp,Clocks,2,product_rank_in_customer,2.0,5,,,,,76625.555,20333.189,26.5358,,,5.663,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Mylan Corp,Basketball,3,product_rank_in_customer,3.0,5,,,,,64542.6075,31877.034,49.3891,,,4.77,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Uriel Group,Bathroom Furniture,1,product_rank_in_customer,1.0,7,,,,,101236.33,36168.166,35.7265,,,7.868,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Uriel Group,Pillows,2,product_rank_in_customer,2.0,5,,,,,99735.195,45592.6605,45.7137,,,7.7514,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Uriel Group,Vases,3,product_rank_in_customer,3.0,6,,,,,71930.3625,25846.4865,35.9327,,,5.5904,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Winthrop ,Bathroom Furniture,1,product_rank_in_customer,1.0,6,,,,,86737.53,24775.529,28.5638,,,6.4876,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Winthrop ,Stemware,2,product_rank_in_customer,2.0,5,,,,,83767.755,22434.3025,26.7815,,,6.2654,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Winthrop ,Wine Storage,3,product_rank_in_customer,3.0,7,,,,,75248.37,30110.5105,40.0148,,,5.6282,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,AuroMedics Corp,Festive,1,product_rank_in_customer,1.0,8,,,,,125623.325,49985.3015,39.7898,,,8.6397,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,AuroMedics Corp,Photo Frames,2,product_rank_in_customer,2.0,5,,,,,78603.395,29152.9375,37.0886,,,5.4059,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,AuroMedics Corp,Clocks,3,product_rank_in_customer,3.0,4,,,,,76622.54,27713.2188,36.1685,,,5.2697,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Weimei Corp,Basketball,1,product_rank_in_customer,1.0,8,,,,,112518.9625,35967.8508,31.966,,,8.3433,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Weimei Corp,Clocks,2,product_rank_in_customer,2.0,7,,,,,71300.73,26231.8975,36.7905,,,5.287,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Weimei Corp,Dining Furniture,3,product_rank_in_customer,3.0,7,,,,,56575.135,22993.0955,40.6417,,,4.1951,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Avon Corp,Accessories,1,product_rank_in_customer,1.0,6,,,,,103233.0975,42332.8058,41.007,,,8.7856,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Avon Corp,Basketball,2,product_rank_in_customer,2.0,5,,,,,66589.29,16417.004,24.6541,,,5.6671,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Avon Corp,Home Fragrances,3,product_rank_in_customer,3.0,5,,,,,59552.95,14695.769,24.6768,,,5.0682,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Nipro ,Mirrors,1,product_rank_in_customer,1.0,5,,,,,89463.425,42926.5635,47.9822,,,6.2032,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Nipro ,Pendants,2,product_rank_in_customer,2.0,4,,,,,79519.955,24734.9745,31.1054,,,5.5138,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Nipro ,Bathroom Furniture,3,product_rank_in_customer,3.0,5,,,,,75582.365,23665.74,31.3112,,,5.2407,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Procter Corp,Accessories,1,product_rank_in_customer,1.0,8,,,,,99745.0775,44301.9838,44.4152,,,6.9939,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Procter Corp,Dinnerware,2,product_rank_in_customer,2.0,7,,,,,98450.9725,44358.775,45.0567,,,6.9032,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Procter Corp,Pendants,3,product_rank_in_customer,3.0,5,,,,,92052.975,32119.578,34.8925,,,6.4546,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,WakeFern ,Table Linens,1,product_rank_in_customer,1.0,4,,,,,85441.08,26898.551,31.482,,,7.2449,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,WakeFern ,Pillows,2,product_rank_in_customer,2.0,6,,,,,78586.1425,21304.7803,27.1101,,,6.6637,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,WakeFern ,Platters,3,product_rank_in_customer,3.0,3,,,,,63365.25,18736.724,29.5694,,,5.373,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,S.S.S. Group,Ornaments,1,product_rank_in_customer,1.0,7,,,,,120362.9875,43857.6493,36.4378,,,8.1411,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,S.S.S. Group,Pendants,2,product_rank_in_customer,2.0,7,,,,,98193.19,32405.2155,33.0015,,,6.6415,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,S.S.S. Group,Collectibles,3,product_rank_in_customer,3.0,6,,,,,82768.45,33017.4743,39.8914,,,5.5983,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Dharma Ltd,Serveware,1,product_rank_in_customer,1.0,10,,,,,81823.08,33325.0235,40.7281,,,6.6045,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Dharma Ltd,Wreaths,2,product_rank_in_customer,2.0,6,,,,,74116.74,19435.6685,26.223,,,5.9824,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Dharma Ltd,Floral,3,product_rank_in_customer,3.0,4,,,,,54643.6925,16427.144,30.0623,,,4.4106,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,E. Ltd,Wall Frames,1,product_rank_in_customer,1.0,10,,,,,123535.1025,43678.6703,35.3573,,,7.8009,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,E. Ltd,Mirrors,2,product_rank_in_customer,2.0,8,,,,,99290.65,29063.9625,29.2716,,,6.2699,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,E. Ltd,Blankets,3,product_rank_in_customer,3.0,8,,,,,85282.29,32140.7775,37.6875,,,5.3853,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Niconovum Corp,Bathroom Furniture,1,product_rank_in_customer,1.0,7,,,,,131669.5725,50994.0665,38.7288,,,9.2752,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Niconovum Corp,Wall Frames,2,product_rank_in_customer,2.0,7,,,,,96434.105,39467.7318,40.9272,,,6.7931,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Niconovum Corp,Table Lamps,3,product_rank_in_customer,3.0,7,,,,,81223.765,29891.267,36.8011,,,5.7217,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,OHTA'S Corp,Outdoor Decor,1,product_rank_in_customer,1.0,10,,,,,102202.135,33388.2538,32.6688,,,6.4044,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,OHTA'S Corp,Cookware,2,product_rank_in_customer,2.0,7,,,,,82382.865,35638.428,43.2595,,,5.1625,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,OHTA'S Corp,Festive,3,product_rank_in_customer,3.0,5,,,,,78436.9,35414.672,45.1505,,,4.9152,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Sundial ,Wall Frames,1,product_rank_in_customer,1.0,5,,,,,87275.54,35114.58,40.2342,,,5.7019,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Sundial ,Dinnerware,2,product_rank_in_customer,2.0,6,,,,,70531.235,24444.605,34.6578,,,4.608,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Sundial ,Floral,3,product_rank_in_customer,3.0,5,,,,,70452.3425,25784.2895,36.5982,,,4.6028,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Burt's Corp,Collectibles,1,product_rank_in_customer,1.0,5,,,,,82329.265,28666.4338,34.8193,,,6.5829,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Burt's Corp,Stemware,2,product_rank_in_customer,2.0,3,,,,,72365.36,24011.228,33.1806,,,5.7862,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Burt's Corp,Table Linens,3,product_rank_in_customer,3.0,6,,,,,70229.4,30206.8865,43.0117,,,5.6154,Check whether high-value customers are broad buyers or concentrated around one product.
customer_product_preference,customer_product,Medsep Group,Table Lamps,1,product_rank_in_customer,1.0,9,,,,,110817.665,35125.886,31.697,,,9.0055,Check whether high-value customers are broad buyers or concentrated around one product.
