evidence_block,grain,item,item_2,item_3,rank_label,rank_value,complaints,clients,districts,states,calls,reviews,avg_stars,avg_priority,avg_service_seconds,avg_sent_delay_days,dispute_rate_pct,untimely_rate_pct,no_relief_rate_pct,complaint_share_pct,review_share_pct,notes
district_issue_mix,district_issue,64,Problems caused by my funds being low,Phoenix,issue_rank_in_district,3.0,46,37,1,1,3,,,0.6667,742.6667,1.8913,8.6957,0.0,0.0,0.1964,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,15,"Account opening, closing, or management",Louisville,issue_rank_in_district,1.0,55,35,1,1,6,,,1.0,835.1667,2.6909,23.6364,3.6364,0.0,0.2349,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,15,Deposits and withdrawals,Louisville,issue_rank_in_district,2.0,46,33,1,1,7,,,1.0,869.5714,2.5217,21.7391,0.0,0.0,0.1964,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,15,Problems caused by my funds being low,Louisville,issue_rank_in_district,3.0,26,21,1,1,4,,,0.75,888.25,1.9615,15.3846,0.0,0.0,0.111,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,22,"Account opening, closing, or management",Virginia Beach,issue_rank_in_district,1.0,67,38,1,1,14,,,0.5714,625.6429,1.9254,14.9254,2.9851,2.9851,0.2861,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,22,Deposits and withdrawals,Virginia Beach,issue_rank_in_district,2.0,44,31,1,1,5,,,0.8,527.4,7.0,18.1818,0.0,0.0,0.1879,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,22,Problems caused by my funds being low,Virginia Beach,issue_rank_in_district,3.0,27,20,1,1,4,,,0.5,841.75,2.037,0.0,0.0,0.0,0.1153,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,31,"Account opening, closing, or management",Des Moines,issue_rank_in_district,1.0,67,42,1,1,6,,,1.3333,637.1667,2.4627,14.9254,0.0,1.4925,0.2861,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,31,Deposits and withdrawals,Des Moines,issue_rank_in_district,2.0,40,27,1,1,2,,,1.0,40.5,2.6,17.5,0.0,0.0,0.1708,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,31,Billing disputes,Des Moines,issue_rank_in_district,3.0,21,19,1,1,3,,,1.0,729.6667,2.1429,28.5714,0.0,4.7619,0.0897,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,32,"Account opening, closing, or management",Birmingham,issue_rank_in_district,1.0,60,32,1,1,8,,,1.0,576.625,3.4167,10.0,1.6667,0.0,0.2562,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,32,Deposits and withdrawals,Birmingham,issue_rank_in_district,2.0,43,29,1,1,10,,,0.4,692.9,1.3023,9.3023,0.0,0.0,0.1836,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,32,Problems caused by my funds being low,Birmingham,issue_rank_in_district,3.0,20,17,1,1,2,,,1.0,412.0,1.1,0.0,0.0,0.0,0.0854,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,52,"Account opening, closing, or management",New Haven,issue_rank_in_district,1.0,75,47,1,1,15,,,1.0,862.6,3.1467,18.6667,2.6667,2.6667,0.3203,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,52,Deposits and withdrawals,New Haven,issue_rank_in_district,2.0,50,39,1,1,4,,,1.5,424.25,3.54,6.0,2.0,0.0,0.2135,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,52,Problems caused by my funds being low,New Haven,issue_rank_in_district,3.0,28,22,1,1,3,,,0.6667,588.3333,0.8214,7.1429,3.5714,0.0,0.1196,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,11,"Account opening, closing, or management",Nashville,issue_rank_in_district,1.0,54,33,1,1,6,,,1.1667,596.8333,2.3704,29.6296,1.8519,1.8519,0.2306,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,11,Deposits and withdrawals,Nashville,issue_rank_in_district,2.0,46,33,1,1,8,,,0.875,831.25,1.8043,10.8696,0.0,0.0,0.1964,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,11,Billing disputes,Nashville,issue_rank_in_district,3.0,20,17,1,1,5,,,0.4,523.4,4.55,15.0,5.0,15.0,0.0854,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,16,"Account opening, closing, or management",Baltimore,issue_rank_in_district,1.0,71,40,1,1,12,,,0.75,673.75,1.5775,14.0845,1.4085,1.4085,0.3032,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,16,Deposits and withdrawals,Baltimore,issue_rank_in_district,2.0,38,30,1,1,7,,,1.2857,719.7143,2.5263,15.7895,0.0,0.0,0.1623,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,16,Problems caused by my funds being low,Baltimore,issue_rank_in_district,3.0,19,17,1,1,1,,,2.0,1109.0,1.6316,21.0526,0.0,0.0,0.0811,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,26,"Account opening, closing, or management",Honolulu,issue_rank_in_district,1.0,52,30,1,1,8,,,0.375,722.25,2.2885,23.0769,1.9231,0.0,0.222,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,26,Deposits and withdrawals,Honolulu,issue_rank_in_district,2.0,38,24,1,1,7,,,0.7143,701.5714,2.2632,23.6842,2.6316,0.0,0.1623,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,26,Problems caused by my funds being low,Honolulu,issue_rank_in_district,3.0,21,20,1,1,0,,,,,1.4286,0.0,0.0,4.7619,0.0897,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,55,"Account opening, closing, or management",Lowell,issue_rank_in_district,1.0,63,38,1,1,9,,,0.5556,757.3333,1.9683,17.4603,1.5873,3.1746,0.269,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,55,Deposits and withdrawals,Lowell,issue_rank_in_district,2.0,51,35,1,1,7,,,0.8571,767.4286,3.7647,19.6078,0.0,1.9608,0.2178,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,55,Problems caused by my funds being low,Lowell,issue_rank_in_district,3.0,20,18,1,1,0,,,,,1.2,5.0,0.0,0.0,0.0854,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,67,"Account opening, closing, or management",Danbury,issue_rank_in_district,1.0,62,35,1,1,8,,,1.375,756.25,1.8065,19.3548,0.0,0.0,0.2647,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,67,Deposits and withdrawals,Danbury,issue_rank_in_district,2.0,35,20,1,1,5,,,1.0,660.0,1.0286,8.5714,5.7143,5.7143,0.1495,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,67,Problems caused by my funds being low,Danbury,issue_rank_in_district,3.0,18,14,1,1,1,,,0.0,1012.0,2.8889,16.6667,0.0,0.0,0.0769,,Show which local issue types explain district complaint burden.
review_district_signal,district_review,17,Milwaukee,Midwest,low_rating_rank,1.0,,,1,,,2,1.0,,,,,,,,0.5305,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,72,Philadelphia,Northeast,low_rating_rank,2.0,,,1,,,2,1.0,,,,,,,,0.5305,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,41,Manchester,Northeast,low_rating_rank,3.0,,,1,,,1,1.0,,,,,,,,0.2653,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,63,Norwalk,Northeast,low_rating_rank,4.0,,,1,,,5,2.6,,,,,,,,1.3263,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,9,Boston,Northeast,low_rating_rank,5.0,,,1,,,6,3.0,,,,,,,,1.5915,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,4,Charlotte,South,low_rating_rank,6.0,,,1,,,8,3.125,,,,,,,,2.122,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,60,Lynn,Northeast,low_rating_rank,7.0,,,1,,,9,3.2222,,,,,,,,2.3873,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,68,Cranston,Northeast,low_rating_rank,8.0,,,1,,,5,3.4,,,,,,,,1.3263,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,20,Kansas City,Midwest,low_rating_rank,9.0,,,1,,,6,3.6667,,,,,,,,1.5915,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,24,New Orleans,South,low_rating_rank,10.0,,,1,,,6,3.6667,,,,,,,,1.5915,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,69,Lawrence,Northeast,low_rating_rank,11.0,,,1,,,6,3.6667,,,,,,,,1.5915,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,23,Minneapolis,Midwest,low_rating_rank,12.0,,,1,,,3,3.6667,,,,,,,,0.7958,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,26,Honolulu,West,low_rating_rank,13.0,,,1,,,3,3.6667,,,,,,,,0.7958,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,30,Boise,West,low_rating_rank,14.0,,,1,,,3,3.6667,,,,,,,,0.7958,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,33,Salt Lake City,West,low_rating_rank,15.0,,,1,,,3,3.6667,,,,,,,,0.7958,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,77,Syracuse,Northeast,low_rating_rank,16.0,,,1,,,3,3.6667,,,,,,,,0.7958,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,13,Oklahoma City,South,low_rating_rank,17.0,,,1,,,7,3.8571,,,,,,,,1.8568,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,15,Louisville,South,low_rating_rank,18.0,,,1,,,7,3.8571,,,,,,,,1.8568,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,73,New Britain,Northeast,low_rating_rank,19.0,,,1,,,7,3.8571,,,,,,,,1.8568,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,59,Quincy,Northeast,low_rating_rank,20.0,,,1,,,8,4.0,,,,,,,,2.122,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,66,Warwick,Northeast,low_rating_rank,21.0,,,1,,,8,4.0,,,,,,,,2.122,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,12,Portland,West,low_rating_rank,22.0,,,1,,,4,4.0,,,,,,,,1.061,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,27,San Antonio,South,low_rating_rank,23.0,,,1,,,4,4.0,,,,,,,,1.061,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,28,Anchorage,unknown,low_rating_rank,24.0,,,1,,,4,4.0,,,,,,,,1.061,Use review ratings as an external local satisfaction signal.
review_district_signal,district_review,61,Fall River,Northeast,low_rating_rank,25.0,,,1,,,4,4.0,,,,,,,,1.061,Use review ratings as an external local satisfaction signal.
district_review_complaint_alignment,district_alignment,1,New York City,Northeast,district_complaint_volume_rank,1.0,2943,654,1,1,312,6,4.3333,0.8365,711.6282,2.5059,17.9069,1.4271,3.0921,12.5667,1.5915,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,74,Chicago,Midwest,district_complaint_volume_rank,2.0,797,179,1,1,76,5,4.2,0.8026,713.8158,3.409,18.6951,1.6311,1.8821,3.4032,1.3263,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,70,Los Angeles,West,district_complaint_volume_rank,3.0,698,166,1,1,70,6,5.0,0.7571,662.9429,2.9398,17.765,1.0029,2.2923,2.9805,1.5915,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,54,Houston,South,district_complaint_volume_rank,4.0,680,153,1,1,64,5,5.0,0.8281,764.4531,2.6103,21.1765,1.0294,2.5,2.9036,1.3263,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,64,Phoenix,West,district_complaint_volume_rank,5.0,475,108,1,1,49,5,5.0,0.8163,726.7959,2.2758,16.8421,0.8421,1.8947,2.0283,1.3263,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,72,Philadelphia,Northeast,district_complaint_volume_rank,6.0,446,103,1,1,56,2,1.0,0.5714,700.4643,2.7152,16.3677,1.7937,3.139,1.9044,0.5305,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,68,Cranston,Northeast,district_complaint_volume_rank,7.0,361,85,1,1,41,5,3.4,1.1463,646.0244,2.5235,19.9446,3.3241,2.7701,1.5415,1.3263,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,8,Washington,South,district_complaint_volume_rank,8.0,333,68,1,1,27,5,4.2,0.8148,632.9259,2.7357,22.2222,2.4024,2.4024,1.4219,1.3263,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,59,Quincy,Northeast,district_complaint_volume_rank,9.0,318,64,1,1,29,8,4.0,0.7931,792.6552,2.0377,18.5535,0.6289,3.1447,1.3579,2.122,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,52,New Haven,Northeast,district_complaint_volume_rank,10.0,311,73,1,1,35,2,5.0,1.0,737.8857,3.1029,16.7203,1.9293,5.1447,1.328,0.5305,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,46,San Diego,West,district_complaint_volume_rank,11.0,304,74,1,1,30,3,5.0,0.7333,787.3667,2.0164,21.7105,2.6316,3.2895,1.2981,0.7958,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,3,Columbus,Midwest,district_complaint_volume_rank,12.0,294,63,1,1,28,3,5.0,1.0,560.9286,1.8639,18.3673,1.0204,2.7211,1.2554,0.7958,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,36,Providence,Northeast,district_complaint_volume_rank,13.0,294,66,1,1,36,5,5.0,0.8333,752.2222,2.2687,16.3265,0.6803,2.0408,1.2554,1.3263,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,47,Charleston,unknown,district_complaint_volume_rank,14.0,291,63,1,1,30,2,5.0,0.9667,685.8333,3.1168,21.6495,1.3746,3.4364,1.2426,0.5305,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,19,Atlanta,South,district_complaint_volume_rank,15.0,288,63,1,1,28,4,5.0,0.8214,576.9286,1.9965,20.1389,0.6944,3.125,1.2298,1.061,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,38,Bridgeport,Northeast,district_complaint_volume_rank,16.0,285,65,1,1,31,4,5.0,0.6774,667.4194,2.4667,19.6491,2.1053,2.807,1.217,1.061,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,60,Lynn,Northeast,district_complaint_volume_rank,17.0,285,60,1,1,31,9,3.2222,0.7097,750.4194,3.7053,14.0351,1.4035,1.7544,1.217,2.3873,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,5,Indianapolis,Midwest,district_complaint_volume_rank,18.0,280,69,1,1,41,14,4.7143,0.4878,711.9024,3.1679,16.0714,1.7857,2.1429,1.1956,3.7135,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,66,Warwick,Northeast,district_complaint_volume_rank,19.0,279,66,1,1,36,8,4.0,0.8333,696.5,2.6022,21.5054,0.7168,3.9427,1.1913,2.122,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,15,Louisville,South,district_complaint_volume_rank,20.0,277,63,1,1,31,7,3.8571,0.7097,770.6452,2.4801,22.7437,2.1661,0.722,1.1828,1.8568,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,73,New Britain,Northeast,district_complaint_volume_rank,21.0,275,60,1,1,33,7,3.8571,0.9697,780.2424,3.0618,17.8182,1.4545,3.6364,1.1743,1.8568,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,31,Des Moines,Midwest,district_complaint_volume_rank,22.0,272,58,1,1,20,4,5.0,1.1,615.35,2.7757,19.1176,0.0,2.9412,1.1615,1.061,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,33,Salt Lake City,West,district_complaint_volume_rank,23.0,271,66,1,1,34,3,3.6667,0.6471,544.9118,2.6421,16.2362,2.583,4.428,1.1572,0.7958,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,9,Boston,Northeast,district_complaint_volume_rank,24.0,271,60,1,1,33,6,3.0,0.7576,634.5758,2.845,22.1402,3.321,4.059,1.1572,1.5915,Compare formal complaint burden with local review signal.
district_review_complaint_alignment,district_alignment,18,Albuquerque,West,district_complaint_volume_rank,25.0,270,60,1,1,27,1,5.0,0.7407,674.8148,3.2963,22.2222,1.1111,1.8519,1.1529,0.2653,Compare formal complaint burden with local review signal.
