evidence_block,grain,item,item_2,item_3,rank_label,rank_value,catalog_book_count,sold_book_count,line_count,order_count,customer_count,publisher_count,language_count,total_price,avg_price,avg_pages,share_pct,notes
author_publisher_mix,author_publisher,Christopher Hitchens,Penguin Classics,,publisher_rank_within_author,1.0,4,4,3,3,,,,46.63,15.5433,,34.8193,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Chuck Palahniuk,Mondadori,,publisher_rank_within_author,1.0,2,2,6,6,,,,71.19,11.865,,42.9658,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Clive Cussler,Pocket Books,,publisher_rank_within_author,1.0,4,4,3,3,,,,36.46,12.1533,,21.5791,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dan Simmons,Ediciones B,,publisher_rank_within_author,1.0,1,1,3,3,,,,38.78,12.9267,,25.1443,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dave Eggers,McSweeney's,,publisher_rank_within_author,1.0,9,9,5,5,,,,47.93,9.586,,30.2665,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dean Koontz,Random House Audio Publishing Group,,publisher_rank_within_author,1.0,3,3,5,5,,,,54.81,10.962,,38.1632,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dick Francis,G.P. Putnam's Sons,,publisher_rank_within_author,1.0,20,20,12,12,,,,126.19,10.5158,,73.8342,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dr. Seuss,Random House Books for Young Readers,,publisher_rank_within_author,1.0,9,9,9,9,,,,112.47,12.4967,,65.2227,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Ernest Hemingway,Scribner,,publisher_rank_within_author,1.0,4,4,2,2,,,,30.4,15.2,,22.0482,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Francine Pascal,Bantam Books,,publisher_rank_within_author,1.0,10,10,7,7,,,,70.6,10.0857,,44.4249,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Gabriel García Márquez,Harper Perennial Modern Classics,,publisher_rank_within_author,1.0,3,3,7,7,,,,48.72,6.96,,29.6314,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Georg Wilhelm Friedrich Hegel,Princeton University Press,,publisher_rank_within_author,1.0,1,1,3,3,,,,46.78,15.5933,,30.0257,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Gordon Korman,Scholastic,,publisher_rank_within_author,1.0,7,7,9,9,,,,104.04,11.56,,45.3808,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Hiromu Arakawa,VIZ Media LLC,,publisher_rank_within_author,1.0,14,14,8,8,,,,67.73,8.4662,,47.0413,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Isaac Asimov,Spectra,,publisher_rank_within_author,1.0,4,4,3,3,,,,32.59,10.8633,,22.8333,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,J.R.R. Tolkien,Mariner Books,,publisher_rank_within_author,1.0,5,5,5,5,,,,57.1,11.42,,21.5204,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Jack Vance,Tor Books,,publisher_rank_within_author,1.0,5,5,6,6,,,,88.95,14.825,,69.4163,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,James Patterson,Grand Central Publishing,,publisher_rank_within_author,1.0,12,12,8,8,,,,99.15,12.3938,,45.8773,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Janet Evanovich,St. Martin's Press,,publisher_rank_within_author,1.0,10,10,8,8,,,,81.19,10.1488,,54.3077,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Jodi Picoult,Washington Square Press,,publisher_rank_within_author,1.0,5,5,4,4,,,,45.7,11.425,,34.9977,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,John Grisham,Delta,,publisher_rank_within_author,1.0,10,10,8,8,,,,84.04,10.505,,55.6925,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Kahlil Gibran,Rupa & Co,,publisher_rank_within_author,1.0,1,1,4,4,,,,60.72,15.18,,35.9758,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Laura Ingalls Wilder,HarperCollins,,publisher_rank_within_author,1.0,10,10,7,7,,,,53.16,7.5943,,36.2966,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Laurell K. Hamilton,Berkley Books,,publisher_rank_within_author,1.0,6,6,6,6,,,,61.69,10.2817,,27.3255,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Maeve Binchy,Arrow,,publisher_rank_within_author,1.0,5,5,4,4,,,,47.39,11.8475,,31.9879,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Marcel Proust,ComicsLit,,publisher_rank_within_author,1.0,1,1,3,3,,,,35.12,11.7067,,25.9956,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Margaret Weis,Wizards of the Coast,,publisher_rank_within_author,1.0,17,17,18,18,,,,208.0,11.5556,,75.1364,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Marian Keyes,Pocket,,publisher_rank_within_author,1.0,3,3,3,3,,,,29.27,9.7567,,20.4872,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Mark Twain,Harper Perennial Modern Classics,,publisher_rank_within_author,1.0,1,1,3,3,,,,28.2,9.4,,20.0227,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Mary Higgins Clark,Pocket Books,,publisher_rank_within_author,1.0,12,12,11,11,,,,121.98,11.0891,,62.8051,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Mercedes Lackey,Baen,,publisher_rank_within_author,1.0,8,8,12,12,,,,130.13,10.8442,,45.756,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Neil Gaiman,Vertigo,,publisher_rank_within_author,1.0,10,10,5,5,,,,59.32,11.864,,35.138,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Orson Scott Card,Tor Books,,publisher_rank_within_author,1.0,12,12,8,8,,,,79.82,9.9775,,30.029,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,P.G. Wodehouse,Harry N. Abrams,,publisher_rank_within_author,1.0,16,16,10,10,,,,91.49,9.149,,26.067,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Philip K. Dick,Gollancz,,publisher_rank_within_author,1.0,3,3,4,4,,,,57.0,14.25,,33.275,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Philippa Gregory,Washington Square Press,,publisher_rank_within_author,1.0,6,6,6,6,,,,72.88,12.1467,,43.5001,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Piers Anthony,Tor Fantasy,,publisher_rank_within_author,1.0,7,7,8,8,,,,103.93,12.9913,,34.0241,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Plato,Hackett Publishing Company Inc.,,publisher_rank_within_author,1.0,4,4,3,3,,,,45.77,15.2567,,26.914,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Quentin Blake,Puffin Books,,publisher_rank_within_author,1.0,5,5,7,7,,,,85.13,12.1614,,42.7209,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Ray Bradbury,Dragonfly Books,,publisher_rank_within_author,1.0,1,1,3,3,,,,33.35,11.1167,,23.6911,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Roald Dahl,Puffin Books,,publisher_rank_within_author,1.0,8,8,7,7,,,,85.13,12.1614,,26.1665,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Robert A. Heinlein,Ace Books,,publisher_rank_within_author,1.0,2,2,4,4,,,,55.84,13.96,,35.3507,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Rumiko Takahashi,VIZ Media LLC,,publisher_rank_within_author,1.0,12,12,9,9,,,,111.68,12.4089,,42.6325,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Sandra Brown,Grand Central Publishing (Formerly Warner Books),,publisher_rank_within_author,1.0,2,2,3,3,,,,42.36,14.12,,11.736,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Sophocles,Plume,,publisher_rank_within_author,1.0,1,1,2,2,,,,28.67,14.335,,16.832,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,SparkNotes,SparkNotes,,publisher_rank_within_author,1.0,9,9,8,8,,,,78.75,9.8438,,57.7812,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Stephen King,Laffont,,publisher_rank_within_author,1.0,1,1,3,3,,,,46.45,15.4833,,10.52,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Terry Pratchett,HarperCollins,,publisher_rank_within_author,1.0,3,3,2,2,,,,35.52,17.76,,21.3167,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Tom Clancy,Berkley,,publisher_rank_within_author,1.0,19,19,12,12,,,,90.14,7.5117,,42.7204,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Tracy Hickman,Wizards of the Coast,,publisher_rank_within_author,1.0,12,12,13,13,,,,131.24,10.0954,,65.597,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Ursula K. Le Guin,Gallery / Saga Press,,publisher_rank_within_author,1.0,1,1,3,3,,,,38.27,12.7567,,20.8012,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,V.C. Andrews,Pocket Books,,publisher_rank_within_author,1.0,11,11,11,11,,,,120.83,10.9845,,65.2078,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,William Goldman,Dell,,publisher_rank_within_author,1.0,1,1,3,3,,,,47.37,15.79,,33.3498,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,William Shakespeare,Bloomsbury Arden Shakespeare,,publisher_rank_within_author,1.0,4,4,6,6,,,,56.53,9.4217,,19.0967,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,William Sleator,Puffin Books,,publisher_rank_within_author,1.0,5,5,4,4,,,,35.05,8.7625,,26.3951,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Agatha Christie,HarperCollins Publishers,,publisher_rank_within_author,2.0,5,5,3,3,,,,33.61,11.2033,,13.3601,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Alan Dean Foster,Severn House Publishers,,publisher_rank_within_author,2.0,2,2,2,2,,,,29.94,14.97,,16.6685,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Aldous Huxley,Ivan R. Dee Publisher,,publisher_rank_within_author,2.0,3,3,4,4,,,,30.93,7.7325,,19.0714,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Anne Rice,Ediciones B,,publisher_rank_within_author,2.0,4,4,5,5,,,,50.91,10.182,,24.9841,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,C.S. Lewis,Editorial Presença,,publisher_rank_within_author,2.0,6,6,4,4,,,,41.19,10.2975,,19.8029,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Christopher Hitchens,Atlas Books/HarperCollins Publishers,,publisher_rank_within_author,2.0,1,1,4,4,,,,24.03,6.0075,,17.9435,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Chuck Palahniuk,Anchor,,publisher_rank_within_author,2.0,2,2,3,3,,,,54.25,18.0833,,32.7419,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Clive Cussler,G.P. Putnam's Sons,,publisher_rank_within_author,2.0,7,7,3,3,,,,20.78,6.9267,,12.2988,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dan Simmons,HarperTorch,,publisher_rank_within_author,2.0,3,3,5,5,,,,29.39,5.878,,19.056,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dave Eggers,Vintage,,publisher_rank_within_author,2.0,4,4,4,4,,,,36.2,9.05,,22.8593,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dean Koontz,Headline Feature,,publisher_rank_within_author,2.0,1,1,2,2,,,,23.99,11.995,,16.7038,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dick Francis,Michael Joseph,,publisher_rank_within_author,2.0,1,1,1,1,,,,18.44,18.44,,10.7893,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dr. Seuss,Bolchazy-Carducci Publishers,,publisher_rank_within_author,2.0,1,1,1,1,,,,18.41,18.41,,10.6762,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Ernest Hemingway,Simon Schuster Audio,,publisher_rank_within_author,2.0,2,2,2,2,,,,29.09,14.545,,21.0981,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Francine Pascal,Simon & Schuster Childrens Books,,publisher_rank_within_author,2.0,5,5,3,3,,,,30.35,10.1167,,19.0977,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Gabriel García Márquez,Vintage Espanol,,publisher_rank_within_author,2.0,2,2,2,2,,,,33.48,16.74,,20.3625,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Georg Wilhelm Friedrich Hegel,Hackett Publishing Company Inc.,,publisher_rank_within_author,2.0,1,1,2,2,,,,23.22,11.61,,14.9037,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Gordon Korman,Turtleback Books,,publisher_rank_within_author,2.0,3,3,3,3,,,,47.1,15.7,,20.5444,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Hiromu Arakawa,ガンガンコミックス,,publisher_rank_within_author,2.0,5,5,5,5,,,,46.64,9.328,,32.3934,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Isaac Asimov,Penguin,,publisher_rank_within_author,2.0,1,1,2,2,,,,27.15,13.575,,19.0219,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,J.R.R. Tolkien,HarperCollins,,publisher_rank_within_author,2.0,6,6,3,3,,,,44.39,14.7967,,16.7301,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Jack Vance,Ace,,publisher_rank_within_author,2.0,2,2,2,2,,,,24.26,12.13,,18.9324,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,James Patterson,Headline,,publisher_rank_within_author,2.0,1,1,2,2,,,,30.1,15.05,,13.9274,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Janet Evanovich,HarperTorch,,publisher_rank_within_author,2.0,3,3,2,2,,,,37.31,18.655,,24.9565,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Jodi Picoult,Atria Books,,publisher_rank_within_author,2.0,3,3,2,2,,,,24.57,12.285,,18.8161,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,John Grisham,Addison Wesley Publishing Company,,publisher_rank_within_author,2.0,1,1,2,2,,,,24.66,12.33,,16.3419,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Kahlil Gibran,Benziger,,publisher_rank_within_author,2.0,1,1,3,3,,,,37.13,12.3767,,21.9991,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Laura Ingalls Wilder,Thomas Nelson,,publisher_rank_within_author,2.0,1,1,3,3,,,,41.36,13.7867,,28.2398,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Laurell K. Hamilton,Berkley Hardcover,,publisher_rank_within_author,2.0,3,3,4,4,,,,48.72,12.18,,21.5804,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Maeve Binchy,New Island Books,,publisher_rank_within_author,2.0,1,1,2,2,,,,37.18,18.59,,25.0962,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Marcel Proust,Chatto and Windus,,publisher_rank_within_author,2.0,1,1,4,4,,,,25.0,6.25,,18.5048,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Margaret Weis,Spectra Books,,publisher_rank_within_author,2.0,2,2,2,2,,,,31.37,15.685,,11.3319,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Marian Keyes,Heyne,,publisher_rank_within_author,2.0,2,2,2,2,,,,26.77,13.385,,18.7373,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Mark Twain,Library of America,,publisher_rank_within_author,2.0,4,4,4,4,,,,24.57,6.1425,,17.4453,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Mary Higgins Clark,Doubleday,,publisher_rank_within_author,2.0,1,1,1,1,,,,16.26,16.26,,8.3719,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Mercedes Lackey,DAW,,publisher_rank_within_author,2.0,14,14,7,7,,,,66.07,9.4386,,23.2314,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Neil Gaiman,Soft Skull Press,,publisher_rank_within_author,2.0,1,1,3,3,,,,22.58,7.5267,,13.3752,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Orson Scott Card,Writer's Digest Books,,publisher_rank_within_author,2.0,1,1,2,2,,,,28.32,14.16,,10.6542,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,P.G. Wodehouse,Hard Press,,publisher_rank_within_author,2.0,2,2,4,4,,,,40.84,10.21,,11.636,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Philip K. Dick,Citadel,,publisher_rank_within_author,2.0,3,3,5,5,,,,39.13,7.826,,22.843,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Philippa Gregory,HarperCollins Publishers,,publisher_rank_within_author,2.0,3,3,4,4,,,,53.62,13.405,,32.0043,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Piers Anthony,Ace Books,,publisher_rank_within_author,2.0,2,2,5,5,,,,58.36,11.672,,19.1056,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Plato,Penguin Classics,,publisher_rank_within_author,2.0,4,4,5,5,,,,35.45,7.09,,20.8456,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Quentin Blake,Puffin,,publisher_rank_within_author,2.0,4,4,6,6,,,,46.77,7.795,,23.4707,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Ray Bradbury,Tor Books,,publisher_rank_within_author,2.0,2,2,2,2,,,,25.85,12.925,,18.3633,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Roald Dahl,Puffin,,publisher_rank_within_author,2.0,7,7,7,7,,,,58.79,8.3986,,18.0703,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Robert A. Heinlein,Tor Books,,publisher_rank_within_author,2.0,2,2,3,3,,,,44.84,14.9467,,28.3869,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Rumiko Takahashi,小学館,,publisher_rank_within_author,2.0,13,13,8,8,,,,91.07,11.3838,,34.7648,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Sandra Brown,Hachette Books,,publisher_rank_within_author,2.0,3,3,3,3,,,,40.37,13.4567,,11.1847,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Sophocles,Oxford University Press,,publisher_rank_within_author,2.0,1,1,3,3,,,,27.01,9.0033,,15.8575,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,SparkNotes,Spark Publishing,,publisher_rank_within_author,2.0,1,1,3,3,,,,30.77,10.2567,,22.5769,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Stephen King,Vintage,,publisher_rank_within_author,2.0,1,1,4,4,,,,34.26,8.565,,7.7592,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Terry Pratchett,Corgi,,publisher_rank_within_author,2.0,8,8,3,3,,,,19.06,6.3533,,11.4385,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Tom Clancy,Berkley Books,,publisher_rank_within_author,2.0,7,7,4,4,,,,39.42,9.855,,18.6825,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Tracy Hickman,Spectra Books,,publisher_rank_within_author,2.0,2,2,2,2,,,,31.37,15.685,,15.6795,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Ursula K. Le Guin,Ace,,publisher_rank_within_author,2.0,2,2,2,2,,,,28.66,14.33,,15.5778,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,V.C. Andrews,Pocket Star,,publisher_rank_within_author,2.0,2,2,3,3,,,,42.08,14.0267,,22.7091,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,William Goldman,Del Rey,,publisher_rank_within_author,2.0,1,1,2,2,,,,32.11,16.055,,22.6063,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,William Shakespeare,W. W. Norton & Company,,publisher_rank_within_author,2.0,2,2,3,3,,,,53.39,17.7967,,18.0359,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,William Sleator,Hodder Children's Books,,publisher_rank_within_author,2.0,1,1,2,2,,,,21.36,10.68,,16.0855,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Agatha Christie,Signet,,publisher_rank_within_author,3.0,3,3,4,4,,,,26.24,6.56,,10.4305,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Alan Dean Foster,DAW,,publisher_rank_within_author,3.0,1,1,2,2,,,,29.59,14.795,,16.4737,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Aldous Huxley,HarperCollins,,publisher_rank_within_author,3.0,1,1,2,2,,,,23.37,11.685,,14.4099,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Anne Rice,Arrow,,publisher_rank_within_author,3.0,3,3,3,3,,,,35.69,11.8967,,17.5148,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,C.S. Lewis,HarperCollins,,publisher_rank_within_author,3.0,5,5,3,3,,,,35.89,11.9633,,17.2548,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Christopher Hitchens,HarperCollins,,publisher_rank_within_author,3.0,1,1,2,2,,,,23.37,11.685,,17.4507,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Chuck Palahniuk,Doubleday Books,,publisher_rank_within_author,3.0,1,1,1,1,,,,16.97,16.97,,10.242,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Clive Cussler,Penguin Books,,publisher_rank_within_author,3.0,1,1,1,1,,,,19.72,19.72,,11.6714,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dan Simmons,Denoël,,publisher_rank_within_author,3.0,2,2,4,4,,,,25.93,6.4825,,16.8126,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dave Eggers,Penguin,,publisher_rank_within_author,3.0,1,1,2,2,,,,29.03,14.515,,18.3316,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dean Koontz,Berkley Books,,publisher_rank_within_author,3.0,2,2,2,2,,,,22.48,11.24,,15.6524,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dick Francis,Putnam Publishing Group,,publisher_rank_within_author,3.0,1,1,1,1,,,,12.98,12.98,,7.5946,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Dr. Seuss,London : Collins 2004.,,publisher_rank_within_author,3.0,1,1,1,1,,,,15.99,15.99,,9.2728,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Ernest Hemingway,Caedmon,,publisher_rank_within_author,3.0,1,1,2,2,,,,27.79,13.895,,20.1552,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Francine Pascal,Bantam,,publisher_rank_within_author,3.0,7,7,5,5,,,,28.28,5.656,,17.7951,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Gabriel García Márquez,Vintage,,publisher_rank_within_author,3.0,5,5,4,4,,,,23.84,5.96,,14.4995,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Georg Wilhelm Friedrich Hegel,Cambridge University Press,,publisher_rank_within_author,3.0,1,1,2,2,,,,19.26,9.63,,12.362,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Gordon Korman,Hyperion Paperbacks,,publisher_rank_within_author,3.0,1,1,2,2,,,,23.57,11.785,,10.2809,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Hiromu Arakawa,東立,,publisher_rank_within_author,3.0,8,8,5,5,,,,29.61,5.922,,20.5654,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Isaac Asimov,Bantam,,publisher_rank_within_author,3.0,3,3,3,3,,,,25.01,8.3367,,17.5226,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,J.R.R. Tolkien,Houghton Mifflin,,publisher_rank_within_author,3.0,5,5,4,4,,,,33.79,8.4475,,12.7351,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Jack Vance,St. Martin's Griffin,,publisher_rank_within_author,3.0,1,1,1,1,,,,8.18,8.18,,6.3836,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,James Patterson,Little Brown and Company,,publisher_rank_within_author,3.0,9,9,2,2,,,,26.0,13.0,,12.0304,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Janet Evanovich,MacMillan Audio,,publisher_rank_within_author,3.0,1,1,1,1,,,,15.78,15.78,,10.5552,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Jodi Picoult,Allen & Ulwin,,publisher_rank_within_author,3.0,1,1,2,2,,,,22.93,11.465,,17.5601,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,John Grisham,Bantam,,publisher_rank_within_author,3.0,1,1,2,2,,,,23.56,11.78,,15.613,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Kahlil Gibran,Knopf,,publisher_rank_within_author,3.0,2,2,2,2,,,,30.36,15.18,,17.9879,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Laura Ingalls Wilder,Tommy Nelson,,publisher_rank_within_author,3.0,2,2,3,3,,,,35.72,11.9067,,24.3889,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Laurell K. Hamilton,Ballantine Books,,publisher_rank_within_author,3.0,3,3,2,2,,,,28.78,14.39,,12.7481,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Maeve Binchy,Signet,,publisher_rank_within_author,3.0,2,2,2,2,,,,31.92,15.96,,21.5457,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Marcel Proust,Vintage,,publisher_rank_within_author,3.0,1,1,4,4,,,,24.13,6.0325,,17.8608,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Margaret Weis,Spectra,,publisher_rank_within_author,3.0,3,3,3,3,,,,30.82,10.2733,,11.1332,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Marian Keyes,Vintage,,publisher_rank_within_author,3.0,1,1,2,2,,,,24.66,12.33,,17.2604,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Mark Twain,Signet Classics,,publisher_rank_within_author,3.0,1,1,1,1,,,,18.42,18.42,,13.0787,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Mary Higgins Clark,Simon and Schuster,,publisher_rank_within_author,3.0,1,1,2,2,,,,14.66,7.33,,7.5481,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Mercedes Lackey,Daw Books,,publisher_rank_within_author,3.0,8,8,5,5,,,,56.72,11.344,,19.9437,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Neil Gaiman,Del Rey,,publisher_rank_within_author,3.0,2,2,2,2,,,,17.25,8.625,,10.218,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Orson Scott Card,F & W Publications Inc.,,publisher_rank_within_author,3.0,1,1,2,2,,,,24.59,12.295,,9.251,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,P.G. Wodehouse,AudioGO,,publisher_rank_within_author,3.0,3,3,3,3,,,,38.45,12.8167,,10.955,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Philip K. Dick,Citadel Press,,publisher_rank_within_author,3.0,1,1,2,2,,,,28.28,14.14,,16.509,Publisher spread inside top author portfolios.
author_publisher_mix,author_publisher,Philippa Gregory,Chicago Review Press,,publisher_rank_within_author,3.0,3,3,4,4,,,,40.97,10.2425,,24.4539,Publisher spread inside top author portfolios.
