evidence_block,grain,item,item_2,item_3,rank_label,rank_value,order_count,line_count,total_order_value,avg_order_value,history_rows,status_count,min_status_id,max_status_id,delivered_orders,cancelled_orders,returned_orders,share_pct,secondary_value,notes
lifecycle_by_country,country_lifecycle,Colombia,cancelled_path,,lifecycle_rank_within_country,4.0,1,1,10.43,10.43,2.0,2.0,,,0,1,0,0.7634,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Costa Rica,cancelled_path,,lifecycle_rank_within_country,4.0,2,2,10.16,5.08,2.0,2.0,,,0,2,0,3.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Czech Republic,returned_path,,lifecycle_rank_within_country,4.0,9,9,47.51,5.2789,5.0,5.0,,,9,0,9,6.8702,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Democratic Republic of the Congo,cancelled_path,,lifecycle_rank_within_country,4.0,1,1,7.6,7.6,2.0,2.0,,,0,1,0,2.381,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ecuador,returned_path,,lifecycle_rank_within_country,4.0,1,1,14.52,14.52,5.0,5.0,,,1,0,1,1.5873,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Finland,cancelled_path,,lifecycle_rank_within_country,4.0,1,1,2.43,2.43,2.0,2.0,,,0,1,0,7.1429,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,France,returned_path,,lifecycle_rank_within_country,4.0,6,6,64.77,10.795,5.0,5.0,,,6,0,6,2.8708,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Greece,returned_path,,lifecycle_rank_within_country,4.0,1,1,11.12,11.12,5.0,5.0,,,1,0,1,2.7778,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Guatemala,returned_path,,lifecycle_rank_within_country,4.0,5,5,66.21,13.242,5.0,5.0,,,5,0,5,4.3103,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Guinea,cancelled_path,,lifecycle_rank_within_country,4.0,1,1,16.07,16.07,2.0,2.0,,,0,1,0,4.1667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Haiti,returned_path,,lifecycle_rank_within_country,4.0,2,2,26.37,13.185,5.0,5.0,,,2,0,2,2.2727,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Indonesia,returned_path,,lifecycle_rank_within_country,4.0,26,26,236.25,9.0865,5.0,5.0,,,26,0,26,2.6131,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Iran,cancelled_path,,lifecycle_rank_within_country,4.0,4,4,45.33,11.3325,2.0,2.0,,,0,4,0,4.878,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ireland,cancelled_path,,lifecycle_rank_within_country,4.0,1,1,18.45,18.45,2.0,2.0,,,0,1,0,3.7037,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Japan,cancelled_path,,lifecycle_rank_within_country,4.0,3,3,25.61,8.5367,2.0,2.0,,,0,3,0,2.521,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Macedonia,cancelled_path,,lifecycle_rank_within_country,4.0,2,2,8.87,4.435,2.0,2.0,,,0,2,0,7.1429,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Madagascar,cancelled_path,,lifecycle_rank_within_country,4.0,1,1,16.64,16.64,2.0,2.0,,,0,1,0,2.2222,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mali,returned_path,,lifecycle_rank_within_country,4.0,1,1,5.18,5.18,5.0,5.0,,,1,0,1,3.4483,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mexico,returned_path,,lifecycle_rank_within_country,4.0,2,2,23.69,11.845,5.0,5.0,,,2,0,2,3.1746,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Morocco,cancelled_path,,lifecycle_rank_within_country,4.0,1,1,19.36,19.36,2.0,2.0,,,0,1,0,2.7778,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,New Zealand,returned_path,,lifecycle_rank_within_country,4.0,1,1,18.97,18.97,5.0,5.0,,,1,0,1,5.5556,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Nigeria,returned_path,,lifecycle_rank_within_country,4.0,1,1,11.84,11.84,5.0,5.0,,,1,0,1,1.7857,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Panama,returned_path,,lifecycle_rank_within_country,4.0,2,2,3.37,1.685,5.0,5.0,,,2,0,2,16.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Peru,returned_path,,lifecycle_rank_within_country,4.0,4,4,30.06,7.515,5.0,5.0,,,4,0,4,1.5873,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Philippines,returned_path,,lifecycle_rank_within_country,4.0,7,7,88.13,12.59,5.0,5.0,,,7,0,7,2.0958,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Poland,returned_path,,lifecycle_rank_within_country,4.0,2,2,22.98,11.49,5.0,5.0,,,2,0,2,0.6173,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Portugal,returned_path,,lifecycle_rank_within_country,4.0,7,7,75.83,10.8329,5.0,5.0,,,7,0,7,2.7027,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Russia,returned_path,,lifecycle_rank_within_country,4.0,12,12,120.46,10.0383,5.0,5.0,,,12,0,12,2.3529,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Sweden,cancelled_path,,lifecycle_rank_within_country,4.0,3,3,12.42,4.14,2.0,2.0,,,0,3,0,2.027,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Syria,cancelled_path,,lifecycle_rank_within_country,4.0,1,1,1.37,1.37,2.0,2.0,,,0,1,0,1.4925,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Thailand,returned_path,,lifecycle_rank_within_country,4.0,2,2,16.26,8.13,5.0,5.0,,,2,0,2,3.2787,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ukraine,cancelled_path,,lifecycle_rank_within_country,4.0,3,3,30.76,10.2533,2.0,2.0,,,0,3,0,3.2258,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,United States of America,returned_path,,lifecycle_rank_within_country,4.0,7,7,79.18,11.3114,5.0,5.0,,,7,0,7,3.139,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Uzbekistan,returned_path,,lifecycle_rank_within_country,4.0,2,2,14.98,7.49,5.0,5.0,,,2,0,2,5.7143,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Peru,no_history,,lifecycle_rank_within_country,5.0,1,1,2.42,2.42,0.0,0.0,,,0,0,0,0.3968,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Portugal,no_history,,lifecycle_rank_within_country,5.0,1,1,9.26,9.26,0.0,0.0,,,0,0,0,0.3861,,Lifecycle buckets by destination country.
lifecycle_by_shipping,shipping_lifecycle,Express,incomplete_or_in_progress,,lifecycle_rank_within_shipping,1.0,944,944,9407.64,9.9657,2.0222,2.0222,,,0,0,0,49.3724,11.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,International,incomplete_or_in_progress,,lifecycle_rank_within_shipping,1.0,935,935,9203.73,9.8436,2.0118,2.0118,,,0,0,0,50.5405,24.5,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Priority,incomplete_or_in_progress,,lifecycle_rank_within_shipping,1.0,964,964,9664.97,10.0259,2.0041,2.0041,,,0,0,0,50.2869,8.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Standard,incomplete_or_in_progress,,lifecycle_rank_within_shipping,1.0,905,905,8907.61,9.8427,2.0177,2.0177,,,0,0,0,48.3699,5.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Express,delivered_path,,lifecycle_rank_within_shipping,2.0,840,840,8401.4,10.0017,4.0,4.0,,,840,0,0,43.9331,11.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,International,delivered_path,,lifecycle_rank_within_shipping,2.0,803,803,8144.95,10.1432,4.0,4.0,,,803,0,0,43.4054,24.5,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Priority,delivered_path,,lifecycle_rank_within_shipping,2.0,817,817,8188.5,10.0226,4.0,4.0,,,817,0,0,42.6187,8.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Standard,delivered_path,,lifecycle_rank_within_shipping,2.0,840,840,8483.54,10.0995,4.0,4.0,,,840,0,0,44.8958,5.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Express,cancelled_path,,lifecycle_rank_within_shipping,3.0,82,82,856.76,10.4483,2.0,2.0,,,0,82,0,4.2887,11.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,International,cancelled_path,,lifecycle_rank_within_shipping,3.0,66,66,632.8,9.5879,2.0,2.0,,,0,66,0,3.5676,24.5,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Priority,cancelled_path,,lifecycle_rank_within_shipping,3.0,76,76,773.26,10.1745,2.0,2.0,,,0,76,0,3.9645,8.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Standard,cancelled_path,,lifecycle_rank_within_shipping,3.0,76,76,755.25,9.9375,2.0,2.0,,,0,76,0,4.062,5.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Express,returned_path,,lifecycle_rank_within_shipping,4.0,45,45,453.3,10.0733,5.0,5.0,,,45,0,45,2.3536,11.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,International,returned_path,,lifecycle_rank_within_shipping,4.0,46,46,431.47,9.3798,5.0,5.0,,,46,0,46,2.4865,24.5,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Priority,returned_path,,lifecycle_rank_within_shipping,4.0,59,59,615.46,10.4315,5.0,5.0,,,59,0,59,3.0777,8.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Standard,returned_path,,lifecycle_rank_within_shipping,4.0,50,50,517.9,10.358,5.0,5.0,,,50,0,50,2.6724,5.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Express,no_history,,lifecycle_rank_within_shipping,5.0,1,1,9.26,9.26,0.0,0.0,,,0,0,0,0.0523,11.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_shipping,shipping_lifecycle,Priority,no_history,,lifecycle_rank_within_shipping,5.0,1,1,2.42,2.42,0.0,0.0,,,0,0,0,0.0522,8.9,Lifecycle buckets compared across shipping methods.
lifecycle_by_value_bucket,value_lifecycle,high_value_tertile,incomplete_or_in_progress,,lifecycle_rank_within_value,1.0,1229,1229,20580.5,16.7457,1.9967,1.9967,,,0,0,0,48.828,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,low_value_tertile,incomplete_or_in_progress,,lifecycle_rank_within_value,1.0,1271,1271,4095.35,3.2221,2.033,2.033,,,0,0,0,50.5167,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,mid_value_tertile,incomplete_or_in_progress,,lifecycle_rank_within_value,1.0,1248,1248,12508.1,10.0225,2.0112,2.0112,,,0,0,0,49.5828,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,high_value_tertile,delivered_path,,lifecycle_rank_within_value,2.0,1118,1118,18735.8,16.7583,4.0,4.0,,,1118,0,0,44.418,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,low_value_tertile,delivered_path,,lifecycle_rank_within_value,2.0,1084,1084,3558.04,3.2823,4.0,4.0,,,1084,0,0,43.0843,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,mid_value_tertile,delivered_path,,lifecycle_rank_within_value,2.0,1098,1098,10924.55,9.9495,4.0,4.0,,,1098,0,0,43.6234,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,high_value_tertile,cancelled_path,,lifecycle_rank_within_value,3.0,99,99,1659.3,16.7606,2.0,2.0,,,0,99,0,3.9333,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,low_value_tertile,cancelled_path,,lifecycle_rank_within_value,3.0,96,96,304.92,3.1763,2.0,2.0,,,0,96,0,3.8156,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,mid_value_tertile,cancelled_path,,lifecycle_rank_within_value,3.0,105,105,1053.85,10.0367,2.0,2.0,,,0,105,0,4.1716,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,high_value_tertile,returned_path,,lifecycle_rank_within_value,4.0,71,71,1198.79,16.8844,5.0,5.0,,,71,0,71,2.8208,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,low_value_tertile,returned_path,,lifecycle_rank_within_value,4.0,64,64,193.59,3.0248,5.0,5.0,,,64,0,64,2.5437,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,mid_value_tertile,returned_path,,lifecycle_rank_within_value,4.0,65,65,625.75,9.6269,5.0,5.0,,,65,0,65,2.5824,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,low_value_tertile,no_history,,lifecycle_rank_within_value,5.0,1,1,2.42,2.42,0.0,0.0,,,0,0,0,0.0397,,Lifecycle buckets checked separately for order-value tiers.
lifecycle_by_value_bucket,value_lifecycle,mid_value_tertile,no_history,,lifecycle_rank_within_value,5.0,1,1,9.26,9.26,0.0,0.0,,,0,0,0,0.0397,,Lifecycle buckets checked separately for order-value tiers.
order_history_depth,status_count,4,,,status_count_order_rank,1.0,3300,3300,33218.39,10.0662,4.0,4.0,1.0,4.0,3300,0,0,43.7086,,History-depth coverage for order lifecycle analysis.
order_history_depth,status_count,2,,,status_count_order_rank,2.0,3100,3100,30926.57,9.9763,2.0,2.0,1.0,2.2903,0,300,0,41.0596,,History-depth coverage for order lifecycle analysis.
order_history_depth,status_count,3,,,status_count_order_rank,3.0,500,500,4728.7,9.4574,3.0,3.0,1.0,3.0,0,0,0,6.6225,,History-depth coverage for order lifecycle analysis.
order_history_depth,status_count,1,,,status_count_order_rank,4.0,448,448,4546.75,10.149,1.0,1.0,1.0,1.0,0,0,0,5.9338,,History-depth coverage for order lifecycle analysis.
order_history_depth,status_count,5,,,status_count_order_rank,5.0,200,200,2018.13,10.0906,5.0,5.0,1.0,6.0,200,0,200,2.649,,History-depth coverage for order lifecycle analysis.
order_history_depth,status_count,0,,,status_count_order_rank,6.0,2,2,11.68,5.84,0.0,0.0,0.0,0.0,0,0,0,0.0265,,History-depth coverage for order lifecycle analysis.
terminal_outcome_profile,lifecycle_bucket,incomplete_or_in_progress,,,lifecycle_order_rank,1.0,3748,3748,37183.95,9.921,2.0139,2.0139,,,0,0,0,49.6424,,"Delivered, cancelled, returned, incomplete, and no-history lifecycle buckets."
terminal_outcome_profile,lifecycle_bucket,delivered_path,,,lifecycle_order_rank,2.0,3300,3300,33218.39,10.0662,4.0,4.0,,,3300,0,0,43.7086,,"Delivered, cancelled, returned, incomplete, and no-history lifecycle buckets."
terminal_outcome_profile,lifecycle_bucket,cancelled_path,,,lifecycle_order_rank,3.0,300,300,3018.07,10.0602,2.0,2.0,,,0,300,0,3.9735,,"Delivered, cancelled, returned, incomplete, and no-history lifecycle buckets."
terminal_outcome_profile,lifecycle_bucket,returned_path,,,lifecycle_order_rank,4.0,200,200,2018.13,10.0907,5.0,5.0,,,200,0,200,2.649,,"Delivered, cancelled, returned, incomplete, and no-history lifecycle buckets."
terminal_outcome_profile,lifecycle_bucket,no_history,,,lifecycle_order_rank,5.0,2,2,11.68,5.84,0.0,0.0,,,0,0,0,0.0265,,"Delivered, cancelled, returned, incomplete, and no-history lifecycle buckets."
