evidence_group_id,evidence_block,entity_level,entity,parent_entity,region,row_count,order_count,product_count,positive_product_count,negative_product_count,mixed_region_product_count,sales,sales_share_pct,profit,profit_margin_pct,avg_discount,loss_line_count,gross_loss,gross_loss_share_pct,min_margin_pct,max_margin_pct,rank_by_sales,rank_by_profit,rank_by_loss,note
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10000636 / Rogers Profile Extra Capacity Storage Tub,Office Supplies / Storage,,14,14,3,2,1,1,1037.88,,9.37,0.9,0.029,2,-26.78,,-20.0,4.0,,1388,319,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10004909 / Contemporary Wood/Metal Frame,Furniture / Furnishings,,8,8,3,2,1,1,387.84,,9.7,2.5,0.35,4,-72.72,,-62.5,35.0,,1387,320,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001308 / GBC Standard Plastic Binding Systems' Combs,Office Supplies / Binders,,16,16,4,2,2,1,217.29,,10.05,4.62,0.425,8,-57.15,,-83.33,31.25,,1384,323,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10002718 / Belkin Standard 104 key USB Keyboard,Technology / Accessories,,12,12,3,1,2,1,531.08,,10.21,1.92,0.167,10,-20.43,,-6.25,6.36,,1382,325,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10002103 / Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies / Binders,,20,20,3,1,2,1,358.03,,10.78,3.01,0.41,8,-79.6,,-170.0,23.85,,1379,328,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10003441 / Kingston Digital DataTraveler 32GB USB 2.0,Technology / Accessories,,14,14,4,2,2,1,711.9,,10.85,1.52,0.057,4,-23.73,,-17.5,6.0,,1378,329,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001787 / Wilson Jones Four-Pocket Poly Binders,Office Supplies / Binders,,8,8,3,2,1,1,124.26,,10.86,8.74,0.425,4,-29.95,,-155.0,36.25,,1377,330,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002012 / Wilson Jones Easy Flow II Sheet Lifters,Office Supplies / Binders,,24,24,3,2,1,1,102.96,,11.23,10.91,0.383,10,-22.75,,-36.19,38.82,,1374,333,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10002799 / SlimView Poly Binder, 3/8""",Office Supplies / Binders,,14,14,4,2,2,1,235.17,,11.4,4.85,0.457,8,-70.24,,-170.0,39.29,,1372,335,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10000352 / Acco Perma 2700 Stacking Storage Drawers,Office Supplies / Storage,,8,8,3,2,1,1,416.36,,11.9,2.86,0.1,4,-14.87,,-6.25,15.0,,1370,337,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001553 / SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies / Binders,,16,16,3,2,1,1,221.19,,12.06,5.45,0.387,6,-44.24,,-73.33,12.11,,1369,338,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10001870 / Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology / Phones,,6,6,3,2,1,1,563.32,,12.25,2.17,0.267,2,-18.37,,-25.0,6.25,,1366,341,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10001025 / Eldon Im_ge Series Desk Accessories, Clear",Furniture / Furnishings,,6,6,3,2,1,1,106.92,,12.73,11.91,0.267,2,-14.87,,-42.5,43.0,,1363,344,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10003194 / Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture / Furnishings,,8,8,3,2,1,1,216.16,,13.51,6.25,0.2,2,-28.95,,-75.0,30.0,,1360,347,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10000820 / Tensor Brushed Steel Torchiere Floor Lamp,Furniture / Furnishings,,8,8,4,2,2,1,292.23,,13.59,4.65,0.2,4,-29.22,,-105.0,18.0,,1359,348,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10000042 / Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies / Binders,,6,6,2,1,1,1,66.22,,14.31,21.61,0.367,2,-5.13,,-80.0,32.5,,1356,351,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10003708 / Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies / Binders,,12,12,3,2,1,1,244.36,,14.9,6.1,0.4,4,-52.15,,-175.0,31.25,,1353,354,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10000175 / DAX Wood Document Frame.,Furniture / Furnishings,,8,8,2,1,1,1,318.54,,15.38,4.83,0.35,4,-47.78,,-72.5,25.0,,1348,359,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002160 / Acco Hanging Data Binders,Office Supplies / Binders,,14,14,3,2,1,1,83.82,,16.46,19.64,0.329,4,-10.67,,-160.0,35.0,,1341,366,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001658 / GBC Standard Therm-A-Bind Covers,Office Supplies / Binders,,24,24,3,2,1,1,932.01,,16.95,1.82,0.483,14,-220.29,,-80.0,32.5,,1338,369,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10004877 / Imation_30456 USB_Flash Drive_8GB,Technology / Accessories,,10,10,3,2,1,1,309.12,,17.11,5.54,0.04,2,-4.97,,-2.22,8.0,,1337,370,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10001267 / Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies / Binders,,10,10,3,2,1,1,145.61,,17.28,11.86,0.48,6,-31.1,,-73.33,42.22,,1333,374,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10000279 / Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Office Supplies / Binders,,8,8,3,1,2,1,170.51,,17.34,10.17,0.475,4,-29.48,,-165.0,33.75,,1331,376,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10000014 / Heavy-Duty E-Z-D Binders,Office Supplies / Binders,,16,16,4,2,2,1,353.48,,18.11,5.12,0.5,10,-87.5,,-165.0,33.75,,1325,382,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10000550 / Stacking Trays by OIC,Furniture / Furnishings,,12,12,3,2,1,1,145.42,,18.63,12.81,0.233,4,-18.82,,-67.5,33.0,,1321,386,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10002364 / Eldon Expressions Wood Desk Accessories, Oak",Furniture / Furnishings,,24,24,4,3,1,1,366.05,,20.22,5.52,0.167,6,-59.48,,-77.5,29.0,,1309,398,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10003669 / 3M Organizer Strips,Office Supplies / Binders,,14,14,3,2,1,1,166.32,,20.3,12.21,0.386,6,-28.51,,-73.33,48.0,,1308,399,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-AP-10004655 / Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies / Appliances,,4,4,2,1,1,1,95.09,,20.38,21.43,0.4,2,-10.41,,-230.0,34.0,,1307,400,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10002824 / Jabra SPEAK 410 Multidevice Speakerphone,Technology / Phones,,6,6,3,2,1,1,4037.4,,20.6,0.51,0.267,2,-185.39,,-25.0,6.25,,1305,402,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10000756 / Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies / Binders,,16,16,2,1,1,1,188.26,,22.9,12.16,0.5,10,-53.42,,-1.85,50.0,,1292,415,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10000145 / Zipper Ring Binder Pockets,Office Supplies / Binders,,26,26,4,3,1,1,163.49,,23.46,14.35,0.377,12,-30.08,,-155.0,36.25,,1289,418,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-CH-10001802 / Hon Every-Day Chair Series Swivel Task Chairs,Furniture / Chairs,,6,6,3,2,1,1,1935.68,,24.2,1.25,0.2,2,-65.33,,-12.86,12.22,,1287,420,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10003727 / Avery Durable Slant Ring Binders With Label Holder,Office Supplies / Binders,,18,18,4,1,3,1,181.41,,24.91,13.73,0.489,10,-26.58,,-160.0,25.71,,1283,424,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004002 / Wilson Jones International Size A4 Ring Binders,Office Supplies / Binders,,14,14,3,1,2,1,349.46,,25.6,7.33,0.371,6,-82.35,,-44.44,35.0,,1279,428,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10001759 / Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies / Binders,,10,10,2,1,1,1,119.63,,26.37,22.04,0.3,2,-11.2,,-70.0,36.25,,1272,435,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10003274 / Avery Durable Slant Ring Binders, No Labels",Office Supplies / Binders,,18,18,4,3,1,1,179.1,,27.22,15.2,0.367,8,-32.72,,-38.26,47.0,,1266,441,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10001072 / GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies / Binders,,8,8,3,2,1,1,272.88,,27.29,10.0,0.375,4,-70.34,,-170.0,46.0,,1265,442,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10000546 / Avery Durable Binders,Office Supplies / Binders,,24,24,4,3,1,1,174.53,,27.65,15.84,0.333,10,-37.15,,-45.71,49.0,,1259,448,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10002963 / Master Caster Door Stop, Gray",Furniture / Furnishings,,8,8,3,2,1,1,95.5,,28.45,29.79,0.15,2,-2.64,,-65.0,34.0,,1253,454,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-ST-10002289 / Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies / Storage,,8,8,2,1,1,1,813.57,,28.6,3.52,0.05,2,-9.53,,-18.75,5.0,,1252,455,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10003638 / GBC Durable Plastic Covers,Office Supplies / Binders,,16,16,4,2,2,1,739.17,,28.64,3.87,0.35,6,-188.86,,-80.0,46.0,,1251,456,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10002111 / Master Caster Door Stop, Large Brown",Furniture / Furnishings,,6,6,2,1,1,1,119.39,,29.12,24.39,0.2,2,-9.61,,-55.0,38.0,,1246,461,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001890 / Avery Poly Binder Pockets,Office Supplies / Binders,,16,16,4,3,1,1,156.09,,29.5,18.9,0.25,4,-27.49,,-44.44,48.0,,1242,465,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001097 / Avery Hole Reinforcements,Office Supplies / Binders,,18,18,3,1,2,1,233.0,,29.65,12.73,0.411,8,-42.86,,-70.0,24.44,,1241,466,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10001542 / SanDisk Cruzer 16 GB USB Flash Drive,Technology / Accessories,,6,6,3,2,1,1,215.82,,29.85,13.83,0.067,2,-0.69,,-1.25,19.0,,1239,468,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10003931 / JBL Micro Wireless Portable Bluetooth Speaker,Technology / Phones,,12,12,3,2,1,1,1559.74,,29.99,1.92,0.233,4,-107.98,,-2.27,6.25,,1238,469,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-BO-10001811 / Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture / Bookcases,,16,16,3,1,2,1,10985.77,,30.1,0.27,0.316,10,-662.16,,-2.94,12.5,,1236,471,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-CH-10004540 / Global Chrome Stack Chair,Furniture / Chairs,,12,12,3,1,2,1,1631.73,,30.17,1.85,0.267,8,-37.02,,-4.29,8.75,,1235,472,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002003 / Ibico Presentation Index for Binding Systems,Office Supplies / Binders,,14,14,4,3,1,1,144.08,,30.17,20.94,0.271,4,-22.29,,-165.0,47.0,,1234,473,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10004410 / C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies / Binders,,8,8,4,2,2,1,171.99,,30.19,17.56,0.4,4,-26.37,,-76.67,47.0,,1231,476,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004506 / Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies / Binders,,10,10,3,2,1,1,133.33,,30.62,22.96,0.4,4,-10.86,,-73.33,35.0,,1229,478,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10001424 / Dax Clear Box Frame,Furniture / Furnishings,,12,12,3,2,1,1,192.06,,30.73,16.0,0.2,4,-22.7,,-65.0,34.0,,1226,481,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004352 / Wilson Jones DublLock D-Ring Binders,Office Supplies / Binders,,4,4,2,1,1,1,71.55,,31.05,43.4,0.35,2,-2.7,,-66.67,50.0,,1224,483,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10001142 / First Data FD10 PIN Pad,Technology / Accessories,,10,10,3,2,1,1,3444.4,,31.6,0.92,0.08,4,-173.8,,-12.5,10.0,,1217,490,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10002600 / Belkin QODE FastFit Bluetooth Keyboard,Technology / Accessories,,4,4,2,1,1,1,991.2,,32.21,3.25,0.1,2,-37.17,,-7.5,14.0,,1214,493,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10000138 / Acco Translucent Poly Ring Binders,Office Supplies / Binders,,16,16,4,2,2,1,183.46,,32.57,17.76,0.313,4,-25.46,,-160.0,35.0,,1211,496,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-ST-10001505 / Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies / Storage,,16,16,3,2,1,1,361.19,,33.61,9.3,0.05,4,-5.02,,-3.75,17.0,,1207,500,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10001602 / Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture / Furnishings,,12,12,4,2,2,1,1092.38,,34.9,3.19,0.167,6,-74.34,,-105.0,18.0,,1202,505,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10001924 / iHome FM Clock Radio with Lightning Dock,Technology / Phones,,10,10,3,2,1,1,1399.8,,35.0,2.5,0.24,2,-41.99,,-25.0,6.25,,1199,508,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-AP-10004036 / Bionaire 99.97% HEPA Air Cleaner,Office Supplies / Appliances,,8,8,3,2,1,1,399.46,,35.04,8.77,0.25,2,-63.07,,-225.0,35.0,,1198,509,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10002070 / Griffin GC36547 PowerJolt SE Lightning Charger,Technology / Phones,,6,6,2,1,1,1,350.84,,35.98,10.26,0.267,2,-4.5,,-16.67,12.5,,1191,516,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002949 / Prestige Round Ring Binders,Office Supplies / Binders,,16,16,3,2,1,1,171.46,,36.12,21.06,0.375,6,-20.43,,-6.0,33.75,,1189,518,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10000948 / GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies / Binders,,12,12,4,3,1,1,293.96,,36.82,12.52,0.35,4,-57.37,,-76.67,33.75,,1186,521,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10003712 / Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies / Binders,,22,22,4,2,2,1,262.19,,36.83,14.04,0.464,12,-48.12,,-70.0,36.25,,1185,522,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002353 / GBC VeloBind Cover Sets,Office Supplies / Binders,,22,22,4,2,2,1,685.54,,37.06,5.41,0.464,12,-185.28,,-150.0,50.0,,1184,523,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004654 / VariCap6 Expandable Binder,Office Supplies / Binders,,12,12,2,1,1,1,234.18,,37.61,16.06,0.383,6,-51.57,,-76.67,30.28,,1181,526,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004738 / Flexible Leather- Look Classic Collection Ring Binder,Office Supplies / Binders,,12,12,3,1,2,1,284.1,,37.88,13.33,0.383,6,-75.76,,-66.67,50.0,,1176,531,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002976 / ACCOHIDE Binder by Acco,Office Supplies / Binders,,8,8,3,2,1,1,130.51,,38.57,29.56,0.225,2,-11.4,,-76.67,47.0,,1172,535,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10000822 / Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies / Binders,,10,10,3,2,1,1,134.5,,39.38,29.28,0.26,2,-7.1,,-73.33,40.0,,1169,538,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10003832 / Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture / Furnishings,,10,10,4,3,1,1,311.42,,41.27,13.25,0.2,2,-24.01,,-80.0,28.0,,1156,551,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10001196 / DAX Cubicle Frames - 8x10,Furniture / Furnishings,,10,10,3,2,1,1,251.57,,41.54,16.51,0.12,2,-24.23,,-20.69,30.0,,1154,553,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10002076 / Microsoft Natural Keyboard Elite,Technology / Accessories,,8,8,2,1,1,1,2994.0,,41.92,1.4,0.15,6,-119.76,,-6.25,5.0,,1151,556,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10000798 / 2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies / Storage,,8,8,3,2,1,1,689.45,,41.97,6.09,0.1,4,-5.5,,-1.25,19.0,,1150,557,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001636 / Ibico Plastic and Wire Spiral Binding Combs,Office Supplies / Binders,,18,18,3,2,1,1,416.44,,43.16,10.36,0.356,6,-75.53,,-80.0,32.5,,1147,560,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10002637 / Logitech_VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology / Accessories,,10,10,3,2,1,1,7487.58,,43.2,0.58,0.08,4,-302.38,,-17.5,6.0,,1144,563,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002824 / Recycled Easel Ring Binders,Office Supplies / Binders,,18,18,4,2,2,1,617.69,,43.27,7.0,0.389,8,-129.8,,-175.0,28.08,,1142,565,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10003305 / Avery Hanging File Binders,Office Supplies / Binders,,12,12,4,3,1,1,211.69,,43.77,20.68,0.25,2,-25.83,,-80.0,46.0,,1139,568,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10002191 / G.E. Halogen Desk Lamp Bulbs,Furniture / Furnishings,,10,10,3,2,1,1,125.64,,45.79,36.44,0.16,2,-3.35,,-30.0,48.0,,1123,584,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001031 / Pressboard Data Binders by Wilson Jones,Office Supplies / Binders,,16,16,3,2,1,1,198.65,,45.82,23.06,0.325,4,-14.74,,-76.67,33.75,,1121,586,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10002293 / Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology / Phones,,12,12,4,3,1,1,679.66,,46.38,6.82,0.233,4,-33.58,,-20.0,19.0,,1115,592,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10002167 / Imation_8gb Micro Traveldrive Usb 2.0_Flash Drive,Technology / Accessories,,16,16,4,2,2,1,714.0,,46.5,6.51,0.075,6,-16.2,,-11.25,11.0,,1114,593,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10004671 / Executive Impressions 12"" Wall Clock",Furniture / Furnishings,,12,12,4,3,1,1,353.4,,46.65,13.2,0.267,4,-38.87,,-55.0,38.0,,1112,595,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10004952 / C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture / Furnishings,,8,8,2,1,1,1,1029.11,,47.08,4.57,0.15,2,-190.5,,-72.5,31.0,,1108,599,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10003314 / Tuff Stuff Recycled Round Ring Binders,Office Supplies / Binders,,18,18,4,3,1,1,160.99,,47.91,29.76,0.278,4,-12.05,,-155.0,44.57,,1102,605,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10000991 / Space Solutions HD Industrial Steel Shelving.,Office Supplies / Storage,,16,16,4,3,1,1,6070.42,,48.29,0.8,0.025,2,-117.27,,-2.6,3.0,,1096,611,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-BO-10002824 / Bush Mission Pointe Library,Furniture / Bookcases,,6,6,3,1,1,1,1497.72,,48.31,3.23,0.173,2,-72.47,,-17.65,20.0,,1095,612,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-BO-10000330 / Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture / Bookcases,,6,6,2,1,1,1,2129.25,,48.39,2.27,0.1,4,-19.36,,-1.18,14.0,,1094,613,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002557 / Presstex Flexible Ring Binders,Office Supplies / Binders,,16,16,4,3,1,1,185.64,,49.14,26.47,0.35,6,-26.39,,-150.0,40.14,,1093,614,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10004020 / Advantus Panel Wall Acrylic Frame,Furniture / Furnishings,,10,10,4,3,1,1,175.04,,50.32,28.75,0.2,2,-7.44,,-9.62,43.0,,1085,622,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10003291 / Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies / Binders,,24,24,4,3,1,1,476.66,,50.98,10.7,0.35,8,-94.98,,-72.83,33.75,,1083,624,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
