evidence_block,grain,item,item_2,item_3,rank_label,rank_value,inspections,establishments,violations,critical_violations,serious_violations,minor_violations,total_fine,violation_share_pct,fine_share_pct,avg_fine_per_violation,notes
facility_category_profile,facility_type_category,Other,Food Protection,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,450.0,0.0008,0.0007,112.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Other,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PRODUCE STAND,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,8,0,0,0,400.0,0.0015,0.0006,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PRODUCE STAND,Insect and Rodent Control,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RETAIL FOOD/GAS STATION,Food Protection,,category_rank_in_facility_type,1.0,4,1,7,0,0,0,500.0,0.0013,0.0008,71.4286,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RETAIL FOOD/GAS STATION,Food Maintenance,,category_rank_in_facility_type,2.0,4,1,5,0,0,0,400.0,0.001,0.0006,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TEACHING SCHOOL,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TEACHING SCHOOL,Food Protection,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,THEATER/BAR,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,8,0,0,0,800.0,0.0015,0.0013,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,THEATER/BAR,Toilet and Hand Washing Facilities for Staff,,category_rank_in_facility_type,2.0,2,1,4,4,0,0,1000.0,0.0008,0.0016,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,THEATER/BAR,Food Equipment and Utensil,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,WINE STORE,Insect and Rodent Control,,category_rank_in_facility_type,1.0,8,4,12,0,0,0,2000.0,0.0023,0.0032,166.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,WINE STORE,Food Maintenance,,category_rank_in_facility_type,2.0,5,2,7,0,0,0,500.0,0.0013,0.0008,71.4286,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,WINE STORE,Food Protection,,category_rank_in_facility_type,3.0,4,2,4,2,0,0,600.0,0.0008,0.001,150.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,donut shop,Food Maintenance,,category_rank_in_facility_type,1.0,7,1,11,0,0,0,1100.0,0.0021,0.0018,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,donut shop,Food Protection,,category_rank_in_facility_type,2.0,3,1,4,0,0,0,400.0,0.0008,0.0006,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,donut shop,Display of Inspection Report Summary,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,grocery,Food Maintenance,,category_rank_in_facility_type,1.0,5,2,9,0,0,0,900.0,0.0017,0.0014,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,grocery,Food Protection,,category_rank_in_facility_type,2.0,4,2,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,grocery,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,unknown,Food Maintenance,,category_rank_in_facility_type,1.0,81,41,170,0,0,0,14600.0,0.0324,0.0234,85.8824,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,unknown,Food Protection,,category_rank_in_facility_type,2.0,62,33,84,13,0,0,11950.0,0.016,0.0191,142.2619,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,unknown,Insect and Rodent Control,,category_rank_in_facility_type,3.0,26,12,28,0,0,0,4250.0,0.0053,0.0068,151.7857,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1005 NURSING HOME,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,6,0,0,0,300.0,0.0011,0.0005,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1005 NURSING HOME,Insect and Rodent Control,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1005 NURSING HOME,Food Equipment and Utensil,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BEFORE AND AFTER SCHOOL PROGRAM,Food Maintenance,,category_rank_in_facility_type,1.0,6,1,19,0,0,0,1700.0,0.0036,0.0027,89.4737,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BEFORE AND AFTER SCHOOL PROGRAM,Food Protection,,category_rank_in_facility_type,2.0,4,1,4,1,0,0,700.0,0.0008,0.0011,175.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BEFORE AND AFTER SCHOOL PROGRAM,Personnel,,category_rank_in_facility_type,3.0,3,1,3,0,0,0,750.0,0.0006,0.0012,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Bakery,Food Maintenance,,category_rank_in_facility_type,1.0,1639,341,4775,0,0,0,411900.0,0.909,0.6594,86.2618,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Bakery,Food Protection,,category_rank_in_facility_type,2.0,1458,310,2662,164,0,0,303100.0,0.5068,0.4852,113.8618,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Bakery,Insect and Rodent Control,,category_rank_in_facility_type,3.0,497,157,532,0,0,0,80000.0,0.1013,0.1281,150.3759,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Banquet rooms,Food Maintenance,,category_rank_in_facility_type,1.0,6,2,9,0,0,0,900.0,0.0017,0.0014,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Banquet rooms,Food Protection,,category_rank_in_facility_type,2.0,4,1,6,0,0,0,750.0,0.0011,0.0012,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Banquet rooms,Toilet and Hand Washing Facilities for Staff,,category_rank_in_facility_type,3.0,2,1,2,2,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CELL PHONE STORE,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,3,0,0,0,200.0,0.0006,0.0003,66.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CELL PHONE STORE,Insect and Rodent Control,,category_rank_in_facility_type,2.0,3,1,3,0,0,0,500.0,0.0006,0.0008,166.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CELL PHONE STORE,Wash and Waste Water Disposal,,category_rank_in_facility_type,3.0,2,1,2,2,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHILDERN'S SERVICE FACILITY,Food Maintenance,,category_rank_in_facility_type,1.0,4,1,8,0,0,0,500.0,0.0015,0.0008,62.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHILDERN'S SERVICE FACILITY,Food Protection,,category_rank_in_facility_type,2.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHILDERN'S SERVICE FACILITY,Personnel,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHINESE HERBS,Food Protection,,category_rank_in_facility_type,1.0,2,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHINESE HERBS,Food Maintenance,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CONVNIENCE STORE,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CONVNIENCE STORE,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Candy,Food Protection,,category_rank_in_facility_type,1.0,3,1,6,3,0,0,1500.0,0.0011,0.0024,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Coffee shop,Food Maintenance,,category_rank_in_facility_type,1.0,5,1,10,0,0,0,1000.0,0.0019,0.0016,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Coffee shop,Food Protection,,category_rank_in_facility_type,2.0,3,1,4,0,0,0,400.0,0.0008,0.0006,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Coffee shop,Personnel,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DOLLAR STORE SELLING GROCERY,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DOLLAR STORE SELLING GROCERY,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GAS STATION,Food Maintenance,,category_rank_in_facility_type,1.0,78,36,233,0,0,0,19700.0,0.0444,0.0315,84.5494,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GAS STATION,Food Protection,,category_rank_in_facility_type,2.0,67,32,118,16,0,0,16650.0,0.0225,0.0267,141.1017,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GAS STATION,Insect and Rodent Control,,category_rank_in_facility_type,3.0,31,14,39,0,0,0,7500.0,0.0074,0.012,192.3077,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY STORE/DELI,Food Maintenance,,category_rank_in_facility_type,1.0,4,1,14,0,0,0,1100.0,0.0027,0.0018,78.5714,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY STORE/DELI,Food Protection,,category_rank_in_facility_type,2.0,4,1,7,3,0,0,1300.0,0.0013,0.0021,185.7143,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY STORE/DELI,Food Equipment and Utensil,,category_rank_in_facility_type,3.0,3,1,3,0,0,0,500.0,0.0006,0.0008,166.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,O'Hare Kiosk,Food Maintenance,,category_rank_in_facility_type,1.0,8,1,18,0,0,0,1800.0,0.0034,0.0029,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,O'Hare Kiosk,Food Protection,,category_rank_in_facility_type,2.0,5,1,6,1,0,0,1150.0,0.0011,0.0018,191.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,O'Hare Kiosk,Display of Inspection Report Summary,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PRE PACKAGED,Food Maintenance,,category_rank_in_facility_type,1.0,3,2,8,0,0,0,500.0,0.0015,0.0008,62.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PRE PACKAGED,Food Protection,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,100.0,0.0004,0.0002,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PRE PACKAGED,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RETAIL STORE,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,2,0,0,0,100.0,0.0004,0.0002,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RETAIL STORE,Insect and Rodent Control,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SPA,Insect and Rodent Control,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SPA,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SPA,Personnel,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TAVERN,Food Maintenance,,category_rank_in_facility_type,1.0,135,69,429,0,0,0,34500.0,0.0817,0.0552,80.4196,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TAVERN,Food Protection,,category_rank_in_facility_type,2.0,101,50,166,9,0,0,16950.0,0.0316,0.0271,102.1084,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TAVERN,Insect and Rodent Control,,category_rank_in_facility_type,3.0,103,50,121,0,0,0,19250.0,0.023,0.0308,159.0909,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,employee kitchen,Food Maintenance,,category_rank_in_facility_type,1.0,10,1,12,0,0,0,1200.0,0.0023,0.0019,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,employee kitchen,Food Protection,,category_rank_in_facility_type,2.0,8,1,9,0,0,0,900.0,0.0017,0.0014,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,employee kitchen,Toilet and Hand Washing Facilities for Staff,,category_rank_in_facility_type,3.0,1,1,1,1,0,0,500.0,0.0002,0.0008,500.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ART GALLERY W/WINE AND BEER,Insect and Rodent Control,,category_rank_in_facility_type,1.0,2,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ART GALLERY W/WINE AND BEER,Food Equipment and Utensil Sanitation,,category_rank_in_facility_type,2.0,2,1,2,2,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ART GALLERY W/WINE AND BEER,Food Maintenance,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,100.0,0.0004,0.0002,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BAKERY/GROCERY,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,4,0,0,0,300.0,0.0008,0.0005,75.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BAKERY/GROCERY,Toilet and Hand Washing Facilities for Staff,,category_rank_in_facility_type,2.0,2,1,2,2,0,0,1000.0,0.0004,0.0016,500.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BAR,Food Maintenance,,category_rank_in_facility_type,1.0,9,4,20,0,0,0,1900.0,0.0038,0.003,95.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BAR,Food Protection,,category_rank_in_facility_type,2.0,6,2,7,0,0,0,600.0,0.0013,0.001,85.7143,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BAR,Insect and Rodent Control,,category_rank_in_facility_type,3.0,6,2,6,0,0,0,1250.0,0.0011,0.002,208.3333,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Banquet,Food Maintenance,,category_rank_in_facility_type,1.0,4,2,9,0,0,0,900.0,0.0017,0.0014,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Banquet,Food Equipment and Utensil,,category_rank_in_facility_type,2.0,4,2,4,0,0,0,750.0,0.0008,0.0012,187.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Banquet,Food Protection,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CAFETERIA,Food Maintenance,,category_rank_in_facility_type,1.0,24,5,70,0,0,0,6400.0,0.0133,0.0102,91.4286,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CAFETERIA,Food Protection,,category_rank_in_facility_type,2.0,23,5,45,6,0,0,6650.0,0.0086,0.0106,147.7778,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CAFETERIA,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,2,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHILDERN'S SERVICES  FACILITY,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,4,0,0,0,400.0,0.0008,0.0006,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHILDERN'S SERVICES  FACILITY,Food Protection,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHILDERN'S SERVICES  FACILITY,Personnel,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHILDRENS SERVICES FACILITY,Food Maintenance,,category_rank_in_facility_type,1.0,7,2,9,0,0,0,800.0,0.0017,0.0013,88.8889,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHILDRENS SERVICES FACILITY,Food Equipment and Utensil,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHILDRENS SERVICES FACILITY,Personnel,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CONVENIENCE/GAS STATION,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CUSTOM POULTRY SLAUGHTER,Food Maintenance,,category_rank_in_facility_type,1.0,5,2,12,0,0,0,700.0,0.0023,0.0011,58.3333,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CUSTOM POULTRY SLAUGHTER,Food Protection,,category_rank_in_facility_type,2.0,5,2,7,2,0,0,800.0,0.0013,0.0013,114.2857,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CUSTOM POULTRY SLAUGHTER,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,2,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DAYCARE 1586,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DAYCARE 1586,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY/GAS STATION,Food Maintenance,,category_rank_in_facility_type,1.0,4,3,12,0,0,0,1100.0,0.0023,0.0018,91.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY/GAS STATION,Food Protection,,category_rank_in_facility_type,2.0,4,3,7,2,0,0,1000.0,0.0013,0.0016,142.8571,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,JUICE AND SALAD BAR,Food Maintenance,,category_rank_in_facility_type,1.0,4,1,14,0,0,0,1100.0,0.0027,0.0018,78.5714,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,JUICE AND SALAD BAR,Food Protection,,category_rank_in_facility_type,2.0,2,1,8,2,0,0,1400.0,0.0015,0.0022,175.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,JUICE AND SALAD BAR,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,KIOSK,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,3,0,0,0,300.0,0.0006,0.0005,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,LIQUOR STORE,Insect and Rodent Control,,category_rank_in_facility_type,1.0,3,2,3,0,0,0,500.0,0.0006,0.0008,166.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,LIQUOR STORE,Food Maintenance,,category_rank_in_facility_type,2.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,LIQUOR STORE,Food Protection,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,LIVE POULTRY,Food Maintenance,,category_rank_in_facility_type,1.0,28,7,85,0,0,0,6800.0,0.0162,0.0109,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,LIVE POULTRY,Food Protection,,category_rank_in_facility_type,2.0,27,8,36,3,0,0,4250.0,0.0069,0.0068,118.0556,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,LIVE POULTRY,Insect and Rodent Control,,category_rank_in_facility_type,3.0,9,4,10,0,0,0,1750.0,0.0019,0.0028,175.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Long-Term Care,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,6,0,0,0,200.0,0.0011,0.0003,33.3333,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Long-Term Care,Food Protection,,category_rank_in_facility_type,2.0,2,1,3,0,0,0,100.0,0.0006,0.0002,33.3333,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Long-Term Care,No Smoking Regulations,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,0.0,0.0002,0.0,0.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MEXICAN CANDY STORE,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,14,0,0,0,700.0,0.0027,0.0011,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MEXICAN CANDY STORE,Food Protection,,category_rank_in_facility_type,2.0,3,1,4,0,0,0,200.0,0.0008,0.0003,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MEXICAN CANDY STORE,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Private School,Food Maintenance,,category_rank_in_facility_type,1.0,11,2,23,0,0,0,2300.0,0.0044,0.0037,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Private School,Food Protection,,category_rank_in_facility_type,2.0,8,2,12,0,0,0,1200.0,0.0023,0.0019,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Private School,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT.BANQUET HALLS,Food Maintenance,,category_rank_in_facility_type,1.0,6,1,19,0,0,0,1800.0,0.0036,0.0029,94.7368,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT.BANQUET HALLS,Food Protection,,category_rank_in_facility_type,2.0,6,1,13,0,0,0,1600.0,0.0025,0.0026,123.0769,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT.BANQUET HALLS,Food Equipment and Utensil,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,cafeteria,Food Protection,,category_rank_in_facility_type,1.0,6,1,9,0,0,0,900.0,0.0017,0.0014,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,cafeteria,Food Maintenance,,category_rank_in_facility_type,2.0,4,1,7,0,0,0,700.0,0.0013,0.0011,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,cafeteria,Personnel,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,hooka lounge,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,3,0,0,0,300.0,0.0006,0.0005,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,hooka lounge,Food Equipment and Utensil,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,hooka lounge,Insect and Rodent Control,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,(gas station),Food Maintenance,,category_rank_in_facility_type,1.0,2,1,8,0,0,0,500.0,0.0015,0.0008,62.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,(gas station),Food Protection,,category_rank_in_facility_type,2.0,1,1,2,2,0,0,1000.0,0.0004,0.0016,500.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,(gas station),Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023 CHILDERN'S SERVICE S FACILITY,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,3,0,0,0,300.0,0.0006,0.0005,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023 CHILDERN'S SERVICE S FACILITY,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BOWLING LANES/BANQUETS,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,18,0,0,0,1800.0,0.0034,0.0029,100.0,Check whether facility-type patterns explain category-level burden.
